linie;puenktlichkeitsniveau_an;jahr;monat
RE 72 Flensburg - Kiel;87,89;2019;6
RE 74 Husum - Kiel;93,64;2019;6
RE 74 Husum - Kiel;93,64;2019;6
RE 8 Lübeck - Hamburg (Hbf);87,77;2019;6
RE 8 Lübeck - Hamburg (Hbf);87,77;2019;6
RE 80 Lübeck - Hamburg (Hbf);86,3;2019;6
RE 80 Lübeck - Hamburg (Hbf);86,3;2019;6
RE 83 Kiel - Lübeck;88,88;2019;6
RE 83 Kiel - Lübeck;88,88;2019;6
RE 83 Lübeck - Lüneburg;90,13;2019;6
RE 83 Lübeck - Lüneburg;90,13;2019;6
RE 85 Puttgarden - Hamburg (Hbf);94,4;2019;6
RE 85 Puttgarden - Hamburg (Hbf);94,4;2019;6
A 1 Neumünster - Eidelstedt;96,58;2019;7
A 1 Neumünster - Eidelstedt;96,58;2019;7
A 2 Ulzburg Süd - Norderstedt;99,23;2019;7
A 2 Ulzburg Süd - Norderstedt;99,23;2019;7
A 3 Elmshorn - Ulzburg Süd;99,3;2019;7
A 3 Elmshorn - Ulzburg Süd;99,3;2019;7
RB 61 Itzehoe - Hamburg (Hbf);86,58;2019;7
RB 61 Itzehoe - Hamburg (Hbf);86,58;2019;7
RB 62 Heide - Itzehoe;92,82;2019;7
RB 62 Heide - Itzehoe;92,82;2019;7
RB 63 Büsum - Neumünster;96,96;2019;7
RB 63 Büsum - Neumünster;96,96;2019;7
RB 64 St.-Peter-Ording - Husum;98,96;2019;7
RB 64 St.-Peter-Ording - Husum;98,96;2019;7
RB 65 Niebüll - Dagebüll;85,85;2019;7
RB 65 Niebüll - Dagebüll;85,85;2019;7
RB 66 Esbjerg - Tønder - Niebüll;98,64;2019;7
RB 66 Esbjerg - Tønder - Niebüll;98,64;2019;7
RB 71 Wrist - Hamburg-Altona;90;2019;7
RB 71 Wrist - Hamburg-Altona;90;2019;7
RB 73 Eckernförde - Kiel;100;2019;7
RB 73 Eckernförde - Kiel;100;2019;7
RB 75 Rendsburg - Kiel;98,73;2019;7
RB 75 Rendsburg - Kiel;98,73;2019;7
RB 76 Schönberger Strand - Kiel;96,97;2019;7
RB 76 Schönberger Strand - Kiel;96,97;2019;7
RB 81 Bad Oldesloe - Hamburg (Hbf);94,73;2019;7
RB 81 Bad Oldesloe - Hamburg (Hbf);94,73;2019;7
RB 82 Neumünster - Bad Oldesloe;95,33;2019;7
RB 82 Neumünster - Bad Oldesloe;95,33;2019;7
RB 84 Kiel - Lübeck;96,96;2019;7
RB 84 Kiel - Lübeck;96,96;2019;7
RB 85 Puttgarden - Lübeck;90,74;2019;7
RB 85 Puttgarden - Lübeck;90,74;2019;7
RB 86 Travemünde - Lübeck;92,58;2019;7
RB 86 Travemünde - Lübeck;92,58;2019;7
RE 1 Hamburg (Hbf) - Büchen;89,11;2019;7
RE 1 Hamburg (Hbf) - Büchen;89,11;2019;7
RE 1 Hamburg (Hbf) - Schwerin;88,44;2019;7
RE 1 Hamburg (Hbf) - Schwerin;88,44;2019;7
RE 4 Lübeck - Bad Kleinen;98,75;2019;7
RE 4 Lübeck - Bad Kleinen;98,75;2019;7
RE 6 Westerland - Hamburg-Altona;74,5;2019;7
RE 6 Westerland - Hamburg-Altona;74,5;2019;7
RE 7 Flensburg - Hamburg (Hbf);81,25;2019;7
RE 7 Flensburg/Kiel - Hamburg (Hbf);81,25;2019;7
RE 70 Kiel - Hamburg (Hbf);78,57;2019;7
RE 70 Kiel - Hamburg (Hbf);78,57;2019;7
RE 72 Flensburg - Kiel;98,22;2019;7
RE 72 Flensburg - Kiel;98,22;2019;7
RE 74 Husum - Kiel;96,32;2019;7
RE 74 Husum - Kiel;96,32;2019;7
RE 8 Lübeck - Hamburg (Hbf);89,72;2019;7
RE 8 Lübeck - Hamburg (Hbf);89,72;2019;7
RE 80 Lübeck - Hamburg (Hbf);89,23;2019;7
RE 80 Lübeck - Hamburg (Hbf);89,23;2019;7
RE 83 Kiel - Lübeck;93,29;2019;7
RE 83 Kiel - Lübeck;93,29;2019;7
RE 83 Lübeck - Lüneburg;96,43;2019;7
RE 83 Lübeck - Lüneburg;96,43;2019;7
RE 85 Puttgarden - Hamburg (Hbf);88,35;2019;7
RE 85 Puttgarden - Hamburg (Hbf);88,35;2019;7
A 1 Neumünster - Eidelstedt;95,5;2019;8
A 1 Neumünster - Eidelstedt;95,5;2019;8
A 2 Ulzburg Süd - Norderstedt;98,94;2019;8
A 2 Ulzburg Süd - Norderstedt;98,94;2019;8
A 3 Elmshorn - Ulzburg Süd;99,15;2019;8
A 3 Elmshorn - Ulzburg Süd;99,15;2019;8
RB 61 Itzehoe - Hamburg (Hbf);91,45;2019;8
RB 61 Itzehoe - Hamburg (Hbf);91,45;2019;8
RB 62 Heide - Itzehoe;91,92;2019;8
RB 62 Heide - Itzehoe;91,92;2019;8
RB 63 Büsum - Neumünster;96,91;2019;8
RB 63 Büsum - Neumünster;96,91;2019;8
RB 64 St.-Peter-Ording - Husum;98,16;2019;8
RB 64 St.-Peter-Ording - Husum;98,16;2019;8
RB 65 Niebüll - Dagebüll;85,32;2019;8
RB 65 Niebüll - Dagebüll;85,32;2019;8
RB 66 Esbjerg - Tønder - Niebüll;99,15;2019;8
RB 66 Esbjerg - Tønder - Niebüll;99,15;2019;8
RB 71 Wrist - Hamburg-Altona;94,8;2019;8
RB 71 Wrist - Hamburg-Altona;94,8;2019;8
RB 73 Eckernförde - Kiel;98,9;2019;8
RB 73 Eckernförde - Kiel;98,9;2019;8
RB 75 Rendsburg - Kiel;95,79;2019;8
RB 75 Rendsburg - Kiel;95,79;2019;8
RB 76 Schönberger Strand - Kiel;98,25;2019;8
RB 76 Schönberger Strand - Kiel;98,25;2019;8
RB 81 Bad Oldesloe - Hamburg (Hbf);94,63;2019;8
RB 81 Bad Oldesloe - Hamburg (Hbf);94,63;2019;8
RB 82 Neumünster - Bad Oldesloe;96,79;2019;8
RB 82 Neumünster - Bad Oldesloe;96,79;2019;8
RB 84 Kiel - Lübeck;97,28;2019;8
RB 84 Kiel - Lübeck;97,28;2019;8
RB 85 Puttgarden - Lübeck;92,03;2019;8
RB 85 Puttgarden - Lübeck;92,03;2019;8
RB 86 Travemünde - Lübeck;94,07;2019;8
RB 86 Travemünde - Lübeck;94,07;2019;8
RE 1 Hamburg (Hbf) - Büchen;91,02;2019;8
RE 1 Hamburg (Hbf) - Büchen;91,02;2019;8
RE 1 Hamburg (Hbf) - Schwerin;89,43;2019;8
RE 1 Hamburg (Hbf) - Schwerin;89,43;2019;8
RE 4 Lübeck - Bad Kleinen;97,54;2019;8
RE 4 Lübeck - Bad Kleinen;97,54;2019;8
RE 6 Westerland - Hamburg-Altona;80,45;2019;8
RE 6 Westerland - Hamburg-Altona;80,45;2019;8
RE 7 Flensburg - Hamburg (Hbf);85,53;2019;8
RE 7 Flensburg/Kiel - Hamburg (Hbf);85,53;2019;8
RE 70 Kiel - Hamburg (Hbf);84,72;2019;8
RE 70 Kiel - Hamburg (Hbf);84,72;2019;8
RE 72 Flensburg - Kiel;97,99;2019;8
RE 72 Flensburg - Kiel;97,99;2019;8
RE 74 Husum - Kiel;96,77;2019;8
RE 74 Husum - Kiel;96,77;2019;8
RE 8 Lübeck - Hamburg (Hbf);87,85;2019;8
RE 8 Lübeck - Hamburg (Hbf);87,85;2019;8
RE 80 Lübeck - Hamburg (Hbf);85,42;2019;8
RE 80 Lübeck - Hamburg (Hbf);85,42;2019;8
RE 83 Kiel - Lübeck;93,76;2019;8
RE 83 Kiel - Lübeck;93,76;2019;8
RE 83 Lübeck - Lüneburg;90,3;2019;8
RE 83 Lübeck - Lüneburg;90,3;2019;8
RE 85 Puttgarden - Hamburg (Hbf);81,9;2019;8
RE 85 Puttgarden - Hamburg (Hbf);81,9;2019;8
A 1 Neumünster - Eidelstedt;96,25;2019;9
A 1 Neumünster - Eidelstedt;96,25;2019;9
A 2 Ulzburg Süd - Norderstedt;98,89;2019;9
A 2 Ulzburg Süd - Norderstedt;98,89;2019;9
A 3 Elmshorn - Ulzburg Süd;98,86;2019;9
A 3 Elmshorn - Ulzburg Süd;98,86;2019;9
RB 61 Itzehoe - Hamburg (Hbf);93,21;2019;9
RB 61 Itzehoe - Hamburg (Hbf);93,21;2019;9
RB 62 Heide - Itzehoe;94,32;2019;9
RB 62 Heide - Itzehoe;94,32;2019;9
RB 63 Büsum - Neumünster;97,36;2019;9
RB 63 Büsum - Neumünster;97,36;2019;9
RB 64 St.-Peter-Ording - Husum;98,24;2019;9
RB 64 St.-Peter-Ording - Husum;98,24;2019;9
RB 65 Niebüll - Dagebüll;91,57;2019;9
RB 65 Niebüll - Dagebüll;91,57;2019;9
RB 66 Esbjerg - Tønder - Niebüll;98,22;2019;9
RB 66 Esbjerg - Tønder - Niebüll;98,22;2019;9
RB 71 Wrist - Hamburg-Altona;94,09;2019;9
RB 71 Wrist - Hamburg-Altona;94,09;2019;9
RB 73 Eckernförde - Kiel;96,79;2019;9
RB 73 Eckernförde - Kiel;96,79;2019;9
RB 75 Rendsburg - Kiel;91,35;2019;9
RB 75 Rendsburg - Kiel;91,35;2019;9
RB 76 Schönberger Strand - Kiel;97,87;2019;9
RB 76 Schönberger Strand - Kiel;97,87;2019;9
RB 81 Bad Oldesloe - Hamburg (Hbf);93,16;2019;9
RB 81 Bad Oldesloe - Hamburg (Hbf);93,16;2019;9
RB 82 Neumünster - Bad Oldesloe;96,44;2019;9
RB 82 Neumünster - Bad Oldesloe;96,44;2019;9
RB 84 Kiel - Lübeck;95,93;2019;9
RB 84 Kiel - Lübeck;95,93;2019;9
RB 85 Puttgarden - Lübeck;93,17;2019;9
RB 85 Puttgarden - Lübeck;93,17;2019;9
RB 86 Travemünde - Lübeck;94,88;2019;9
RB 86 Travemünde - Lübeck;94,88;2019;9
RE 1 Hamburg (Hbf) - Büchen;90,12;2019;9
RE 1 Hamburg (Hbf) - Büchen;90,12;2019;9
RE 1 Hamburg (Hbf) - Schwerin;86,75;2019;9
RE 1 Hamburg (Hbf) - Schwerin;86,75;2019;9
RE 4 Lübeck - Bad Kleinen;97,44;2019;9
RE 4 Lübeck - Bad Kleinen;97,44;2019;9
RE 6 Westerland - Hamburg-Altona;81,83;2019;9
RE 6 Westerland - Hamburg-Altona;81,83;2019;9
RE 7 Flensburg - Hamburg (Hbf);85,71;2019;9
RE 7 Flensburg/Kiel - Hamburg (Hbf);85,71;2019;9
RE 70 Kiel - Hamburg (Hbf);82,62;2019;9
RE 70 Kiel - Hamburg (Hbf);82,62;2019;9
RE 72 Flensburg - Kiel;96,1;2019;9
RE 72 Flensburg - Kiel;96,1;2019;9
RE 74 Husum - Kiel;92,34;2019;9
RE 74 Husum - Kiel;92,34;2019;9
RE 8 Lübeck - Hamburg (Hbf);92,78;2019;9
RE 8 Lübeck - Hamburg (Hbf);92,78;2019;9
RE 80 Lübeck - Hamburg (Hbf);80,06;2019;9
RE 80 Lübeck - Hamburg (Hbf);80,06;2019;9
RE 83 Kiel - Lübeck;92,1;2019;9
RE 83 Kiel - Lübeck;92,1;2019;9
RE 83 Lübeck - Lüneburg;96,98;2019;9
RE 83 Lübeck - Lüneburg;96,98;2019;9
RE 85 Puttgarden - Hamburg (Hbf);82,5;2019;9
RE 85 Puttgarden - Hamburg (Hbf);82,5;2019;9
A 1 Neumünster - Eidelstedt;96,01;2019;10
A 1 Neumünster - Eidelstedt;96,01;2019;10
A 2 Ulzburg Süd - Norderstedt;98,48;2019;10
A 2 Ulzburg Süd - Norderstedt;98,48;2019;10
A 3 Elmshorn - Ulzburg Süd;98,78;2019;10
A 3 Elmshorn - Ulzburg Süd;98,78;2019;10
RB 61 Itzehoe - Hamburg (Hbf);90,31;2019;10
RB 61 Itzehoe - Hamburg (Hbf);90,31;2019;10
RB 62 Heide - Itzehoe;89,94;2019;10
RB 62 Heide - Itzehoe;89,94;2019;10
RB 63 Büsum - Neumünster;98;2019;10
RB 63 Büsum - Neumünster;98;2019;10
RB 64 St.-Peter-Ording - Husum;98,87;2019;10
RB 64 St.-Peter-Ording - Husum;98,87;2019;10
RB 65 Niebüll - Dagebüll;92,96;2019;10
RB 65 Niebüll - Dagebüll;92,96;2019;10
RB 66 Esbjerg - Tønder - Niebüll;98,3;2019;10
RB 66 Esbjerg - Tønder - Niebüll;98,3;2019;10
RB 71 Wrist - Hamburg-Altona;92,77;2019;10
RB 71 Wrist - Hamburg-Altona;92,77;2019;10
RB 73 Eckernförde - Kiel;95,07;2019;10
RB 73 Eckernförde - Kiel;95,07;2019;10
RB 75 Rendsburg - Kiel;86,66;2019;10
RB 75 Rendsburg - Kiel;86,66;2019;10
RB 76 Schönberger Strand - Kiel;97,84;2019;10
RB 76 Schönberger Strand - Kiel;97,84;2019;10
RB 81 Bad Oldesloe - Hamburg (Hbf);93,05;2019;10
RB 81 Bad Oldesloe - Hamburg (Hbf);93,05;2019;10
RB 82 Neumünster - Bad Oldesloe;95,59;2019;10
RB 82 Neumünster - Bad Oldesloe;95,59;2019;10
RB 84 Kiel - Lübeck;94,59;2019;10
RB 84 Kiel - Lübeck;94,59;2019;10
RB 85 Puttgarden - Lübeck;93,43;2019;10
RB 85 Puttgarden - Lübeck;93,43;2019;10
RB 86 Travemünde - Lübeck;97,51;2019;10
RB 86 Travemünde - Lübeck;97,51;2019;10
RE 1 Hamburg (Hbf) - Büchen;93,58;2019;10
RE 1 Hamburg (Hbf) - Büchen;93,58;2019;10
RE 1 Hamburg (Hbf) - Schwerin;86,42;2019;10
RE 1 Hamburg (Hbf) - Schwerin;86,42;2019;10
RE 4 Lübeck - Bad Kleinen;98,35;2019;10
RE 4 Lübeck - Bad Kleinen;98,35;2019;10
RE 6 Westerland - Hamburg-Altona;80,23;2019;10
RE 6 Westerland - Hamburg-Altona;80,23;2019;10
RE 7 Flensburg - Hamburg (Hbf);82,98;2019;10
RE 7 Flensburg/Kiel - Hamburg (Hbf);82,98;2019;10
RE 70 Kiel - Hamburg (Hbf);82,51;2019;10
RE 70 Kiel - Hamburg (Hbf);82,51;2019;10
RE 72 Flensburg - Kiel;92,37;2019;10
RE 72 Flensburg - Kiel;92,37;2019;10
RE 74 Husum - Kiel;81,72;2019;10
RE 74 Husum - Kiel;81,72;2019;10
RE 8 Lübeck - Hamburg (Hbf);91,57;2019;10
RE 8 Lübeck - Hamburg (Hbf);91,57;2019;10
RE 80 Lübeck - Hamburg (Hbf);89,2;2019;10
RE 80 Lübeck - Hamburg (Hbf);89,2;2019;10
RE 83 Kiel - Lübeck;90,63;2019;10
RE 83 Kiel - Lübeck;90,63;2019;10
RE 83 Lübeck - Lüneburg;96,63;2019;10
RE 83 Lübeck - Lüneburg;96,63;2019;10
RE 85 Puttgarden - Hamburg (Hbf);94,78;2019;10
RE 85 Puttgarden - Hamburg (Hbf);94,78;2019;10
A 1 Neumünster - Eidelstedt;92,99;2019;11
A 1 Neumünster - Eidelstedt;92,99;2019;11
A 2 Ulzburg Süd - Norderstedt;97,79;2019;11
A 2 Ulzburg Süd - Norderstedt;97,79;2019;11
A 3 Elmshorn - Ulzburg Süd;99,64;2019;11
A 3 Elmshorn - Ulzburg Süd;99,64;2019;11
RB 61 Itzehoe - Hamburg (Hbf);91,02;2019;11
RB 61 Itzehoe - Hamburg (Hbf);91,17;2019;11
RB 62 Heide - Itzehoe;89,46;2019;11
RB 62 Heide - Itzehoe;89,46;2019;11
RB 63 Büsum - Neumünster;96,79;2019;11
RB 63 Büsum - Neumünster;96,79;2019;11
RB 64 St.-Peter-Ording - Husum;98,81;2019;11
RB 64 St.-Peter-Ording - Husum;98,81;2019;11
RB 65 Niebüll - Dagebüll;97,86;2019;11
RB 65 Niebüll - Dagebüll;97,86;2019;11
RB 66 Esbjerg - Tønder - Niebüll;99,44;2019;11
RB 66 Esbjerg - Tønder - Niebüll;99,44;2019;11
RB 71 Wrist - Hamburg-Altona;90,68;2019;11
RB 71 Wrist - Hamburg-Altona;90,68;2019;11
RB 73 Eckernförde - Kiel;95,21;2019;11
RB 73 Eckernförde - Kiel;95,21;2019;11
RB 75 Rendsburg - Kiel;82,62;2019;11
RB 75 Rendsburg - Kiel;82,62;2019;11
RB 76 Schönberger Strand - Kiel;95,63;2019;11
RB 76 Schönberger Strand - Kiel;95,63;2019;11
RB 81 Bad Oldesloe - Hamburg (Hbf);93,79;2019;11
RB 81 Bad Oldesloe - Hamburg (Hbf);93,79;2019;11
RB 82 Neumünster - Bad Oldesloe;96,17;2019;11
RB 82 Neumünster - Bad Oldesloe;96,17;2019;11
RB 84 Kiel - Lübeck;96,15;2019;11
RB 84 Kiel - Lübeck;96,15;2019;11
RB 85 Puttgarden - Lübeck;93,77;2019;11
RB 85 Puttgarden - Lübeck;93,77;2019;11
RB 86 Travemünde - Lübeck;97,8;2019;11
RB 86 Travemünde - Lübeck;97,8;2019;11
RE 1 Hamburg (Hbf) - Büchen;85,27;2019;11
RE 1 Hamburg (Hbf) - Büchen;85,27;2019;11
RE 1 Hamburg (Hbf) - Schwerin;80,79;2019;11
RE 1 Hamburg (Hbf) - Schwerin;80,79;2019;11
RE 4 Lübeck - Bad Kleinen;97,6;2019;11
RE 4 Lübeck - Bad Kleinen;97,6;2019;11
RE 6 Westerland - Hamburg-Altona;82,32;2019;11
RE 6 Westerland - Hamburg-Altona;82,32;2019;11
RE 7 Flensburg - Hamburg (Hbf);78,83;2019;11
RE 7 Flensburg/Kiel - Hamburg (Hbf);78,83;2019;11
RE 70 Kiel - Hamburg (Hbf);79,56;2019;11
RE 70 Kiel - Hamburg (Hbf);79,56;2019;11
RE 72 Flensburg - Kiel;90,56;2019;11
RE 72 Flensburg - Kiel;90,56;2019;11
RE 74 Husum - Kiel;92,74;2019;11
RE 74 Husum - Kiel;92,74;2019;11
RE 8 Lübeck - Hamburg (Hbf);89,28;2019;11
RE 8 Lübeck - Hamburg (Hbf);89,28;2019;11
RE 80 Lübeck - Hamburg (Hbf);92,66;2019;11
RE 80 Lübeck - Hamburg (Hbf);92,66;2019;11
RE 83 Kiel - Lübeck;94,36;2019;11
RE 83 Kiel - Lübeck;94,36;2019;11
RE 83 Lübeck - Lüneburg;96,86;2019;11
RE 83 Lübeck - Lüneburg;96,86;2019;11
RE 85 Puttgarden - Hamburg (Hbf);69,57;2019;11
RE 85 Puttgarden - Hamburg (Hbf);69,57;2019;11
A 1 Neumünster - Eidelstedt;93,35;2019;12
A 1 Neumünster - Eidelstedt;93,35;2019;12
A 2 Ulzburg Süd - Norderstedt;96,99;2019;12
A 2 Ulzburg Süd - Norderstedt;96,99;2019;12
A 3 Elmshorn - Ulzburg Süd;99,09;2019;12
A 3 Elmshorn - Ulzburg Süd;99,09;2019;12
RB 61 Itzehoe - Hamburg (Hbf);92,13;2019;12
RB 61 Itzehoe - Hamburg (Hbf);92,13;2019;12
RB 62 Heide - Itzehoe;93,14;2019;12
RB 62 Heide - Itzehoe;93,14;2019;12
RB 63 Büsum - Neumünster;99,71;2019;12
RB 63 Büsum - Neumünster;99,71;2019;12
RB 64 St.-Peter-Ording - Husum;98,59;2019;12
RB 64 St.-Peter-Ording - Husum;98,59;2019;12
RB 65 Niebüll - Dagebüll;92,83;2019;12
RB 65 Niebüll - Dagebüll;92,83;2019;12
RB 66 Esbjerg - Tønder - Niebüll;98,57;2019;12
RB 66 Esbjerg - Tønder - Niebüll;98,57;2019;12
RB 71 Wrist - Hamburg-Altona;94,35;2019;12
RB 71 Wrist - Hamburg-Altona;94,37;2019;12
RB 73 Eckernförde - Kiel;97,24;2019;12
RB 73 Eckernförde - Kiel;97,24;2019;12
RB 75 Rendsburg - Kiel;95,89;2019;12
RB 75 Rendsburg - Kiel;95,89;2019;12
RB 76 Schönberger Strand - Kiel;98,98;2019;12
RB 76 Schönberger Strand - Kiel;98,98;2019;12
RB 81 Bad Oldesloe - Hamburg (Hbf);94,57;2019;12
RB 81 Bad Oldesloe - Hamburg (Hbf);94,57;2019;12
RB 82 Neumünster - Bad Oldesloe;98,09;2019;12
RB 82 Neumünster - Bad Oldesloe;98,09;2019;12
RB 84 Kiel - Lübeck;96,84;2019;12
RB 84 Kiel - Lübeck;96,84;2019;12
RB 85 Puttgarden - Lübeck;96,91;2019;12
RB 85 Puttgarden - Lübeck;96,91;2019;12
RB 86 Travemünde - Lübeck;97,61;2019;12
RB 86 Travemünde - Lübeck;97,61;2019;12
RE 1 Hamburg (Hbf) - Büchen;92,71;2019;12
RE 1 Hamburg (Hbf) - Büchen;92,71;2019;12
RE 1 Hamburg (Hbf) - Schwerin;91,45;2019;12
RE 1 Hamburg (Hbf) - Schwerin;91,45;2019;12
RE 4 Lübeck - Bad Kleinen;98,75;2019;12
RE 4 Lübeck - Bad Kleinen;98,75;2019;12
RE 6 Westerland - Hamburg-Altona;87,1;2019;12
RE 6 Westerland - Hamburg-Altona;87,1;2019;12
RE 7 Flensburg - Hamburg (Hbf);88,04;2019;12
RE 7 Flensburg/Kiel - Hamburg (Hbf);88,04;2019;12
RE 70 Kiel - Hamburg (Hbf);88,28;2019;12
RE 70 Kiel - Hamburg (Hbf);88,28;2019;12
RE 72 Flensburg - Kiel;97,4;2019;12
RE 72 Flensburg - Kiel;97,4;2019;12
RE 74 Husum - Kiel;96,74;2019;12
RE 74 Husum - Kiel;96,74;2019;12
RE 8 Lübeck - Hamburg (Hbf);94,11;2019;12
RE 8 Lübeck - Hamburg (Hbf);94,11;2019;12
RE 80 Lübeck - Hamburg (Hbf);92,3;2019;12
RE 80 Lübeck - Hamburg (Hbf);92,3;2019;12
RE 83 Kiel - Lübeck;94,06;2019;12
RE 83 Kiel - Lübeck;94,06;2019;12
RE 83 Lübeck - Lüneburg;97,47;2019;12
RE 83 Lübeck - Lüneburg;97,47;2019;12
A 1 Neumünster - Eidelstedt;96,8;2020;1
A 1 Neumünster - Eidelstedt;96,8;2020;1
A 2 Ulzburg Süd - Norderstedt;98,63;2020;1
A 2 Ulzburg Süd - Norderstedt;98,63;2020;1
A 3 Elmshorn - Ulzburg Süd;99,43;2020;1
A 3 Elmshorn - Ulzburg Süd;99,43;2020;1
RB 61 Itzehoe - Hamburg (Hbf);92,3;2020;1
RB 61 Itzehoe - Hamburg (Hbf);92,04;2020;1
RB 62 Heide - Itzehoe;95,67;2020;1
RB 62 Heide - Itzehoe;95,67;2020;1
RB 63 Büsum - Neumünster;99,67;2020;1
RB 63 Büsum - Neumünster;99,72;2020;1
RB 64 St.-Peter-Ording - Husum;99,1;2020;1
RB 64 St.-Peter-Ording - Husum;99,1;2020;1
RB 65 Niebüll - Dagebüll;93,81;2020;1
RB 65 Niebüll - Dagebüll;93,81;2020;1
RB 66 Esbjerg - Tønder - Niebüll;99,68;2020;1
RB 66 Esbjerg - Tønder - Niebüll;99,68;2020;1
RB 71 Wrist - Hamburg-Altona;94,68;2020;1
RB 71 Wrist - Hamburg-Altona;94,98;2020;1
RB 73 Eckernförde - Kiel;97,23;2020;1
RB 73 Eckernförde - Kiel;97,23;2020;1
RB 75 Rendsburg - Kiel;95,14;2020;1
RB 75 Rendsburg - Kiel;95,14;2020;1
RB 76 Schönberger Strand - Kiel;98,1;2020;1
RB 76 Schönberger Strand - Kiel;98,1;2020;1
RB 81 Bad Oldesloe - Hamburg (Hbf);96,13;2020;1
RB 81 Bad Oldesloe - Hamburg (Hbf);96,13;2020;1
RB 82 Neumünster - Bad Oldesloe;98,1;2020;1
RB 82 Neumünster - Bad Oldesloe;97,69;2020;1
RB 84 Kiel - Lübeck;98,22;2020;1
RB 84 Kiel - Lübeck;98,22;2020;1
RB 85 Puttgarden - Lübeck;99,13;2020;1
RB 85 Puttgarden - Lübeck;99,13;2020;1
RB 86 Travemünde - Lübeck;98,61;2020;1
RB 86 Travemünde - Lübeck;98,61;2020;1
RE 1 Hamburg (Hbf) - Schwerin;93,97;2020;1
RE 1 Hamburg (Hbf) - Schwerin;93,97;2020;1
RE 4 Lübeck - Bad Kleinen;98,72;2020;1
RE 4 Lübeck - Bad Kleinen;98,72;2020;1
RE 6 Westerland - Hamburg-Altona;88,4;2020;1
RE 6 Westerland - Hamburg-Altona;88,4;2020;1
RE 7 Flensburg - Hamburg (Hbf);86,24;2020;1
RE 7 Flensburg/Kiel - Hamburg (Hbf);86,24;2020;1
RE 70 Kiel - Hamburg (Hbf);86,13;2020;1
RE 70 Kiel - Hamburg (Hbf);86,13;2020;1
RE 72 Flensburg - Kiel;96,53;2020;1
RE 72 Flensburg - Kiel;96,53;2020;1
RE 74 Husum - Kiel;96,21;2020;1
RE 74 Husum - Kiel;96,21;2020;1
RE 8 Lübeck - Hamburg (Hbf);95,32;2020;1
RE 8 Lübeck - Hamburg (Hbf);95,32;2020;1
RE 80 Lübeck - Hamburg (Hbf);94,52;2020;1
RE 80 Lübeck - Hamburg (Hbf);94,52;2020;1
RE 83 Kiel - Lübeck;97,29;2020;1
RE 83 Kiel - Lübeck;97,29;2020;1
RE 83 Lübeck - Lüneburg;97,61;2020;1
RE 83 Lübeck - Lüneburg;97,61;2020;1
A 1 Neumünster - Eidelstedt;96,74;2020;2
A 2 Ulzburg Süd - Norderstedt;97,72;2020;2
A 3 Elmshorn - Ulzburg Süd;99,45;2020;2
RB 61 Itzehoe - Hamburg (Hbf);91,62;2020;2
RB 62 Heide - Itzehoe;93,17;2020;2
RB 63 Büsum - Neumünster;97,89;2020;2
RB 64 St.-Peter-Ording - Husum;98,55;2020;2
RB 65 Niebüll - Dagebüll;93,25;2020;2
RB 66 Esbjerg - Tønder - Niebüll;99,48;2020;2
RB 71 Wrist - Hamburg-Altona;92,59;2020;2
RB 73 Eckernförde - Kiel;98;2020;2
RB 75 Rendsburg - Kiel;93,81;2020;2
RB 76 Schönberger Strand - Kiel;98,53;2020;2
RB 81 Bad Oldesloe - Hamburg (Hbf);96,29;2020;2
RB 82 Neumünster - Bad Oldesloe;98;2020;2
RB 84 Kiel - Lübeck;97,21;2020;2
RB 85 Puttgarden - Lübeck;98,1;2020;2
RB 86 Travemünde - Lübeck;98,3;2020;2
RE 1 Hamburg (Hbf) - Schwerin;92,75;2020;2
RE 4 Lübeck - Bad Kleinen;99,23;2020;2
RE 6 Westerland - Hamburg-Altona;86,23;2020;2
RE 7 Flensburg/Kiel - Hamburg (Hbf);81,53;2020;2
RE 70 Kiel - Hamburg (Hbf);82,82;2020;2
RE 72 Flensburg - Kiel;96,49;2020;2
RE 74 Husum - Kiel;93,82;2020;2
RE 8 Lübeck - Hamburg (Hbf);95,56;2020;2
RE 80 Lübeck - Hamburg (Hbf);96,35;2020;2
RE 83 Kiel - Lübeck;94,36;2020;2
RE 83 Lübeck - Lüneburg;95,17;2020;2
A 1 Neumünster - Eidelstedt;98,73;2020;3
A 2 Ulzburg Süd - Norderstedt;99,71;2020;3
A 3 Elmshorn - Ulzburg Süd;99,69;2020;3
RB 61 Itzehoe - Hamburg (Hbf);94,14;2020;3
RB 62 Heide - Itzehoe;90,94;2020;3
RB 63 Büsum - Neumünster;98,11;2020;3
RB 64 St.-Peter-Ording - Husum;96,15;2020;3
RB 65 Niebüll - Dagebüll;94,61;2020;3
RB 66 Esbjerg - Tønder - Niebüll;99,35;2020;3
RB 71 Wrist - Hamburg-Altona;94,08;2020;3
RB 73 Eckernförde - Kiel;97,51;2020;3
RB 75 Rendsburg - Kiel;98,49;2020;3
RB 76 Schönberger Strand - Kiel;97,62;2020;3
RB 81 Bad Oldesloe - Hamburg (Hbf);94,34;2020;3
RB 82 Neumünster - Bad Oldesloe;99,23;2020;3
RB 84 Kiel - Lübeck;96,12;2020;3
RB 85 Puttgarden - Lübeck;97,61;2020;3
RB 86 Travemünde - Lübeck;97,01;2020;3
RE 1 Hamburg (Hbf) - Schwerin;91,39;2020;3
