linie;puenktlichkeitsniveau_an;jahr;monat
A 3 Elmshorn - Ulzburg Süd;99,01;2021;8
RB 61 Itzehoe - Hamburg (Hbf);88,89;2021;8
RB 62 Heide - Itzehoe;90,83;2021;8
RB 63 Büsum - Neumünster;96,77;2021;8
RB 64 St.-Peter-Ording - Husum;97,57;2021;8
RB 65 Niebüll - Dagebüll;77;2021;8
RB 66 Esbjerg - Tønder - Niebüll;99,04;2021;8
RB 71 Wrist - Hamburg-Altona;92,22;2021;8
RB 73 Eckernförde - Kiel;98,29;2021;8
RB 75 Rendsburg - Kiel;97,62;2021;8
RB 76 Schönberger Strand - Kiel;98,31;2021;8
RB 81 Bad Oldesloe - Hamburg (Hbf);93,19;2021;8
RB 82 Neumünster - Bad Oldesloe;96,45;2021;8
RB 84 Kiel - Lübeck;96,96;2021;8
RB 85 Puttgarden - Lübeck;95,35;2021;8
RB 86 Travemünde - Lübeck;97,65;2021;8
RE 1 Hamburg (Hbf) - Schwerin;87,61;2021;8
RE 4 Lübeck - Bad Kleinen;94,26;2021;8
RE 6 Westerland - Hamburg-Altona;73,91;2021;8
RE 7 Flensburg/Kiel - Hamburg (Hbf);78,83;2021;8
RE 70 Kiel - Hamburg (Hbf);81,81;2021;8
RE 72 Flensburg - Kiel;96,88;2021;8
RE 74 Husum - Kiel;96,67;2021;8
RE 8 Lübeck - Hamburg (Hbf);89,95;2021;8
RE 80 Lübeck - Hamburg (Hbf);93,17;2021;8
RE 83 Kiel - Lübeck;95,24;2021;8
RE 83 Lübeck - Lüneburg;97,25;2021;8
RE 85 Puttgarden - Hamburg (Hbf);78,3;2021;8
A 1 Neumünster - Eidelstedt;94,62;2021;9
A 2 Ulzburg Süd - Norderstedt;99,37;2021;9
A 3 Elmshorn - Ulzburg Süd;99,07;2021;9
RB 61 Itzehoe - Hamburg (Hbf);89,57;2021;9
RB 62 Heide - Itzehoe;86,6;2021;9
RB 63 Büsum - Neumünster;96,29;2021;9
RB 64 St.-Peter-Ording - Husum;98,14;2021;9
RB 65 Niebüll - Dagebüll;82,06;2021;9
RB 66 Esbjerg - Tønder - Niebüll;98,51;2021;9
RB 71 Wrist - Hamburg-Altona;90,32;2021;9
RB 73 Eckernförde - Kiel;94,72;2021;9
RB 75 Rendsburg - Kiel;93,76;2021;9
RB 76 Schönberger Strand - Kiel;99,25;2021;9
RB 81 Bad Oldesloe - Hamburg (Hbf);91,89;2021;9
RB 82 Neumünster - Bad Oldesloe;95,83;2021;9
RB 84 Kiel - Lübeck;97,38;2021;9
RB 85 Puttgarden - Lübeck;97,6;2021;9
RB 86 Travemünde - Lübeck;98,28;2021;9
RE 1 Hamburg (Hbf) - Schwerin;86,92;2021;9
RE 4 Lübeck - Bad Kleinen;96,47;2021;9
RE 6 Westerland - Hamburg-Altona;68,75;2021;9
RE 7 Flensburg/Kiel - Hamburg (Hbf);80,52;2021;9
RE 70 Kiel - Hamburg (Hbf);79,41;2021;9
RE 72 Flensburg - Kiel;94,08;2021;9
RE 74 Husum - Kiel;92,22;2021;9
RE 8 Lübeck - Hamburg (Hbf);88,06;2021;9
RE 80 Lübeck - Hamburg (Hbf);87,15;2021;9
RE 83 Kiel - Lübeck;95,72;2021;9
RE 83 Lübeck - Lüneburg;94,92;2021;9
RE 85 Puttgarden - Hamburg (Hbf);85,48;2021;9
A 1 Neumünster - Eidelstedt;97,09;2021;10
A 2 Ulzburg Süd - Norderstedt;98,82;2021;10
A 3 Elmshorn - Ulzburg Süd;99,2;2021;10
RB 61 Itzehoe - Hamburg (Hbf);85,79;2021;10
RB 62 Heide - Itzehoe;89,48;2021;10
RB 63 Büsum - Neumünster;96,57;2021;10
RB 64 St.-Peter-Ording - Husum;99,06;2021;10
RB 65 Niebüll - Dagebüll;87,16;2021;10
RB 66 Esbjerg - Tønder - Niebüll;97,55;2021;10
RB 71 Wrist - Hamburg-Altona;88,42;2021;10
RB 73 Eckernförde - Kiel;86,78;2021;10
RB 75 Rendsburg - Kiel;92,92;2021;10
RB 76 Schönberger Strand - Kiel;99,19;2021;10
RB 81 Bad Oldesloe - Hamburg (Hbf);91,6;2021;10
RB 82 Neumünster - Bad Oldesloe;95,28;2021;10
RB 85 Puttgarden - Lübeck;96,1;2021;10
RB 86 Travemünde - Lübeck;97,45;2021;10
RE 1 Hamburg (Hbf) - Schwerin;75,39;2021;10
RE 4 Lübeck - Bad Kleinen;92,29;2021;10
RE 6 Westerland - Hamburg-Altona;76,93;2021;10
RE 7 Flensburg/Kiel - Hamburg (Hbf);79,8;2021;10
RE 70 Kiel - Hamburg (Hbf);79,05;2021;10
RE 72 Flensburg - Kiel;89,3;2021;10
RE 74 Husum - Kiel;90,33;2021;10
RE 8 Lübeck - Hamburg (Hbf);88,07;2021;10
RE 80 Lübeck - Hamburg (Hbf);88,53;2021;10
RE 83 Kiel - Lübeck;77,14;2021;10
RE 83 Lübeck - Lüneburg;95,29;2021;10
RE 85 Puttgarden - Hamburg (Hbf);92,8;2021;10
A 1 Neumünster - Eidelstedt;95,34;2021;11
A 2 Ulzburg Süd - Norderstedt;98,61;2021;11
A 3 Elmshorn - Ulzburg Süd;98,56;2021;11
RB 61 Itzehoe - Hamburg (Hbf);88,78;2021;11
RB 62 Heide - Itzehoe;90,53;2021;11
RB 63 Büsum - Neumünster;98,01;2021;11
RB 64 St.-Peter-Ording - Husum;98,81;2021;11
RB 65 Niebüll - Dagebüll;92,52;2021;11
RB 66 Esbjerg - Tønder - Niebüll;99,34;2021;11
RB 71 Wrist - Hamburg-Altona;90,97;2021;11
RB 73 Eckernförde - Kiel;98,76;2021;11
RB 75 Rendsburg - Kiel;88,49;2021;11
RB 76 Schönberger Strand - Kiel;97,49;2021;11
RB 81 Bad Oldesloe - Hamburg (Hbf);92,4;2021;11
RB 82 Neumünster - Bad Oldesloe;96,22;2021;11
RB 84 Kiel - Lübeck;90,59;2021;11
RB 85 Puttgarden - Lübeck;98,05;2021;11
RE 1 Hamburg (Hbf) - Schwerin;86,25;2021;11
RE 4 Lübeck - Bad Kleinen;93,12;2021;11
RE 6 Westerland - Hamburg-Altona;83,48;2021;11
RE 7 Flensburg/Kiel - Hamburg (Hbf);76,79;2021;11
RE 70 Kiel - Hamburg (Hbf);84,74;2021;11
RE 72 Flensburg - Kiel;96,97;2021;11
RE 74 Husum - Kiel;92,16;2021;11
RE 8 Lübeck - Hamburg (Hbf);84,62;2021;11
RE 80 Lübeck - Hamburg (Hbf);89,56;2021;11
RE 83 Kiel - Lübeck;87,52;2021;11
RE 83 Lübeck - Lüneburg;94,63;2021;11
A 1 Neumünster - Eidelstedt;96,97;2021;12
A 2 Ulzburg Süd - Norderstedt;99,18;2021;12
A 3 Elmshorn - Ulzburg Süd;99,4;2021;12
RB 61 Itzehoe - Hamburg (Hbf);87,07;2021;12
RB 62 Heide - Itzehoe;94,26;2021;12
RB 63 Büsum - Neumünster;96,1;2021;12
RB 64 St.-Peter-Ording - Husum;99,2;2021;12
RB 65 Niebüll - Dagebüll;90,87;2021;12
RB 66 Esbjerg - Tønder - Niebüll;100;2021;12
RB 71 Wrist - Hamburg-Altona;90,48;2021;12
RB 73 Eckernförde - Kiel;98,54;2021;12
RB 75 Rendsburg - Kiel;93,21;2021;12
RB 76 Schönberger Strand - Kiel;98,46;2021;12
RB 81 Bad Oldesloe - Hamburg (Hbf);92,93;2021;12
RB 82 Neumünster - Bad Oldesloe;94,99;2021;12
RB 84 Kiel - Lübeck;96,51;2021;12
RB 85 Puttgarden - Lübeck;95,68;2021;12
RB 86 Travemünde - Lübeck;93,82;2021;12
RE 1 Hamburg (Hbf) - Schwerin;81,42;2021;12
RE 4 Lübeck - Bad Kleinen;94,66;2021;12
RE 6 Westerland - Hamburg-Altona;85,13;2021;12
RE 7 Flensburg/Kiel - Hamburg (Hbf);84,3;2021;12
RE 70 Kiel - Hamburg (Hbf);86,91;2021;12
RE 72 Flensburg - Kiel;98,99;2021;12
RE 74 Husum - Kiel;95;2021;12
RE 8 Lübeck - Hamburg (Hbf);90,16;2021;12
RE 80 Lübeck - Hamburg (Hbf);89,96;2021;12
RE 83 Kiel - Lübeck;94,79;2021;12
RE 83 Lübeck - Lüneburg;96,27;2021;12
A 1 Neumünster - Eidelstedt;96,48;2022;1
A 2 Ulzburg Süd - Norderstedt;99,19;2022;1
A 3 Elmshorn - Ulzburg Süd;99,09;2022;1
RB 61 Itzehoe - Hamburg (Hbf);92,75;2022;1
RB 62 Heide - Itzehoe;96,92;2022;1
RB 63 Büsum - Neumünster;98,27;2022;1
RB 64 St.-Peter-Ording - Husum;98,88;2022;1
RB 65 Niebüll - Dagebüll;93,87;2022;1
RB 66 Esbjerg - Tønder - Niebüll;99,18;2022;1
RB 71 Wrist - Hamburg-Altona;91,09;2022;1
RB 73 Eckernförde - Kiel;99,4;2022;1
RB 75 Rendsburg - Kiel;96,28;2022;1
RB 76 Schönberger Strand - Kiel;97,63;2022;1
RB 81 Bad Oldesloe - Hamburg (Hbf);97,27;2022;1
RB 82 Neumünster - Bad Oldesloe;97,9;2022;1
RB 84 Kiel - Lübeck;97,29;2022;1
RB 85 Puttgarden - Lübeck;97,21;2022;1
RB 86 Travemünde - Lübeck;100;2022;1
RE 1 Hamburg (Hbf) - Schwerin;87,36;2022;1
RE 4 Lübeck - Bad Kleinen;96,92;2022;1
RE 6 Westerland - Hamburg-Altona;92,14;2022;1
RE 7 Flensburg/Kiel - Hamburg (Hbf);84,93;2022;1
RE 70 Kiel - Hamburg (Hbf);90,31;2022;1
RE 72 Flensburg - Kiel;98,56;2022;1
RE 74 Husum - Kiel;97,04;2022;1
RE 8 Lübeck - Hamburg (Hbf);94,88;2022;1
RE 80 Lübeck - Hamburg (Hbf);96,06;2022;1
RE 83 Kiel - Lübeck;96,01;2022;1
RE 83 Lübeck - Lüneburg;96,57;2022;1
