source;original_uid;osm_id;purpose;name;operator_name;address;type;park_and_ride_type;lat;lon;capacity;max_stay;has_lighting;opening_hours;description;public_url;photo_url
NVBW;INFRA-de:08215:1553-PARKPLATZ-2;;CAR;Stadtmitte (Bretten (Baden));;;;NO;49.0341419;8.7014775;3;;;;;;
NVBW;INFRA-de:08215:1553-PARKPLATZ-3;;CAR;Stadtmitte (Bretten (Baden));;;;NO;49.0339292;8.7018722;2;;;;;;
NVBW;INFRA-de:08128:12910-PARKPLATZ-2;;CAR;Bahnhof (Niederstetten (TBB));;;;NO;49.4040238;9.9150131;1;;;;;;
NVBW;INFRA-de:08128:13015-PARKPLATZ-4;;CAR;Bahnhof (Tauberbischofsheim);;;;NO;49.6234788;9.6579354;1;;;;;;
NVBW;INFRA-de:08128:13015-PARKPLATZ-7;;CAR;Bahnhof (Tauberbischofsheim);;;;NO;49.6244326;9.6581032;1;;;;;;
NVBW;INFRA-de:08337:6572-PARKPLATZ-1;;CAR;Lottstetten Bf SBB;;;;NO;47.6621449;8.3676546;1;;;;;;
NVBW;INFRA-de:08118:1500-PARKPLATZ-3;;CAR;Bahnhof (Benningen (Neckar));;;;NO;48.9445046;9.2443821;1;;;;;;
NVBW;INFRA-de:08118:1500-PARKPLATZ-4;;CAR;Bahnhof (Benningen (Neckar));;;;NO;48.9446027;9.2437442;1;;;;;;
NVBW;INFRA-de:08215:35082-PARKPLATZ-1;;CAR;Rechberg;;;;NO;49.0341183;8.7014455;3;;;;;;
NVBW;INFRA-de:08215:35082-PARKPLATZ-2;;CAR;Rechberg;;;;NO;49.0339474;8.7018607;2;;;;;;
NVBW;INFRA-de:08316:6505-PARKPLATZ-1;;CAR;Bahnhof (Denzlingen);;;;NO;48.0687967;7.8820269;2;;;;;;
NVBW;INFRA-de:08216:34768-PARKPLATZ-1;;CAR;Bahnhof Weisenbach;;;;NO;48.726765;8.3550806;2;;;;;;
NVBW;INFRA-de:08118:7603-PARKPLATZ-2;;CAR;Bahnhof (Korntal);;;;NO;48.8268222;9.1213019;1;;;;;;
NVBW;INFRA-de:08336:6634-PARKPLATZ-1;;CAR;Bahnhof (Eimeldingen);;;;NO;47.6283087;7.5957542;1;;;;;;
NVBW;INFRA-de:08215:32093-PARKPLATZ-1;;CAR;Bahnhof Sulzfeld;;;;NO;49.1081924;8.8519528;2;;;;;;
NVBW;INFRA-de:08128:13805-PARKPLATZ-2;;CAR;Bahnhof (Lauda);;;;NO;49.56583;9.7086483;2;;;;;;
NVBW;INFRA-de:08128:13805-PARKPLATZ-5;;CAR;Bahnhof (Lauda);;;;NO;49.5652108;9.7089587;1;;;;;;
NVBW;INFRA-de:08235:8960-PARKPLATZ-2;;CAR;Bahnhof Bad Wildbad;;;;NO;48.755765;8.551443;1;;;;;;
NVBW;INFRA-de:08115:4512-PARKPLATZ-3;;CAR;Herrenberg Bahnhof/ZOB Bahnhofstr.;;;;NO;48.5935534;8.8630338;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08115:4512/218a589e-aa76-4e05-a2fa-33c0ea4c1f64.jpg
NVBW;INFRA-de:08135:600-PARKPLATZ-5;;CAR;Bahnhof (Heidenheim (Brenz));;;;NO;48.6801084;10.1559893;1;;;;;;
NVBW;INFRA-de:08119:7500-PARKPLATZ-1;;CAR;Bahnhof (Burgstall (Murr));;;;NO;48.9282282;9.3694428;3;;;;;;
NVBW;INFRA-de:08119:7500-PARKPLATZ-4;;CAR;Bahnhof (Burgstall (Murr));;;;NO;48.9286461;9.3704657;1;;;;;;
NVBW;INFRA-de:08211:1847-PARKPLATZ-3;;CAR;Bahnhof Baden-Baden;;;;NO;48.7906383;8.1916758;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08211:1847/d31389db-c215-4d2f-a554-a0c11e1227b8.jpg
NVBW;INFRA-de:08416:1005-PARKPLATZ-3;;CAR;Bahnhof (Rottenburg am Neckar);;;;NO;48.472742;8.935986;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08416:1005/7e57a067-1b25-4b2f-8dab-6e6cc18f3a0a.jpg
NVBW;INFRA-de:08116:4257-PARKPLATZ-2;w1252047733|w1252047734;CAR;Bahnhof (Wendlingen (Neckar));;;;NO;48.6723312;9.3730332;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08116:4257/17d4f910-57c2-4019-964f-b9fb78989e55.jpg
NVBW;INFRA-de:08215:1551-PARKPLATZ-4;;CAR;Bahnhof Bretten;;;;NO;49.0372439;8.6960124;1;;;;;;
NVBW;INFRA-de:08216:1844-PARKPLATZ-3;;CAR;Bahnhof Rastatt;;;;NO;48.8610961;8.2153828;2;;;;;;
NVBW;INFRA-de:08216:1844-PARKPLATZ-7;;CAR;Bahnhof Rastatt;;;;NO;48.8598204;8.2145219;1;;;;;;
NVBW;INFRA-de:08421:1008-PARKPLATZ-3;;CAR;Hauptbahnhof (Ulm (Donau));;;;NO;48.4003558;9.9835524;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08421:1008/0e5879d1-4fcf-48c5-9c59-32d52b6ef503.jpg
NVBW;INFRA-de:08236:2590-PARKPLATZ-2;;CAR;Illingen;;;;NO;48.9559309;8.9203916;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08236:2590/98925d4d-6cdb-4bef-b84f-8c44716a6d19.jpg
NVBW;INFRA-de:08236:2590-PARKPLATZ-3;;CAR;Illingen;;;;NO;48.9562622;8.919094;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08236:2590/01d556bc-8adf-4fb8-8cc4-441bc842cebf.jpg
NVBW;INFRA-de:08221:1287-PARKPLATZ-1;;CAR;Bahnhof (Schlierbach (HD));;;;NO;49.4151232;8.7620018;2;;;;;;
NVBW;INFRA-de:08111:6052-PARKPLATZ-1;;CAR;Schwabstraße;;;;NO;48.77039;9.1572851;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08111:6052/4d5b38ce-42c5-444b-98d0-b43be8838049.jpg
NVBW;INFRA-de:08111:6052-PARKPLATZ-2;;CAR;Schwabstraße;;;;NO;48.7702563;9.1545277;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08111:6052/673a2bc3-466b-4989-a116-d0cd54842d91.jpg
NVBW;INFRA-de:08111:6085-PARKPLATZ-3;;CAR;Untertürkheim Bf;;;;NO;48.7804332;9.2505863;1;;;;;;
NVBW;INFRA-de:08118:7400-PARKPLATZ-1;;CAR;Bahnhof (Asperg);;;;NO;48.9073858;9.1471953;1;;;;;;
NVBW;INFRA-de:08435:4203-PARKPLATZ-2;;CAR;Bahnhof (Meckenbeuren);;;;NO;47.6995622;9.5587283;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08435:4203/130ebabb-6876-4f07-9723-4157c913ce1e.jpg
NVBW;INFRA-de:08226:1711-PARKPLATZ-2;;CAR;Bahnhof (Ladenburg);;;;NO;49.4738471;8.602759;1;;;;;;
NVBW;INFRA-de:08116:1803-PARKPLATZ-2;w1252555337;CAR;Bahnhof (Zell (Esslingen));;;;NO;48.72452;9.3598267;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08116:1803/c3eda024-fd37-4289-af79-850e89af70ca.jpg
NVBW;INFRA-de:08125:1438-PARKPLATZ-6;w37772238;CAR;Bahnhof (Lauffen (Neckar));;;;NO;49.0761624;9.1469826;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:1438/11aa6864-5ccc-40dc-84a7-eebf554eac5c.jpg
NVBW;INFRA-de:08226:1892-PARKPLATZ-3;;CAR;St. Ilgen-Sandhausen Bahnhof;;;;NO;49.341977;8.6685308;3;;;;;;
NVBW;INFRA-de:08226:1892-PARKPLATZ-5;;CAR;St. Ilgen-Sandhausen Bahnhof;;;;NO;49.3415343;8.6692266;3;;;;;;
NVBW;INFRA-de:08116:7802-PARKPLATZ-1;w424538435;CAR;Bahnhof/ZOB (Plochingen);;;;NO;48.7129729;9.412492;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08116:7802/32e8d3eb-045e-4ddd-83ab-4df22093aa40.jpg
NVBW;INFRA-de:08211:35113-PARKPLATZ-1;w233633279;CAR;Rebland;;;;NO;48.8119522;8.2099243;3;;;;;;
NVBW;INFRA-de:08111:1300-PARKPLATZ-6;;CAR;Sommerrain (Stuttgart);;;;NO;48.8152205;9.2473574;1;;;;;;
NVBW;INFRA-de:08212:90-PARKPLATZ-3;;CAR;Hauptbahnhof (Karlsruhe);;;;NO;48.9928097;8.4024011;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08212:90/0cc9dc65-c6fa-4b19-85e2-8f790f0d616d.jpg
NVBW;INFRA-de:08111:6157-PARKPLATZ-2;;CAR;Feuerbach Bf;;;;NO;48.8126748;9.168785;2;;;;;;
NVBW;INFRA-de:08111:2270-PARKPLATZ-3;;CAR;Weilimdorf Bf;;;;NO;48.8218299;9.09444;1;;;;;;
NVBW;INFRA-de:08125:519-PARKPLATZ-2;;CAR;Hauptbahnhof (Bad Friedrichshall);;;;NO;49.231194;9.1989279;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:519/e1fb6595-e3a5-4ac8-a9d3-92b790a7649e.jpg
NVBW;INFRA-de:08125:519-PARKPLATZ-3;;CAR;Hauptbahnhof (Bad Friedrichshall);;;;NO;49.231981;9.2002242;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:519/558e9da7-cd01-4d2e-986c-d751aedc0e6a.jpg
NVBW;INFRA-de:08116:1801-PARKPLATZ-1;;CAR;Bahnhof (Mettingen(Esslingen));;;;NO;48.747175;9.276235;1;;;;;;
NVBW;INFRA-de:08236:3090-PARKPLATZ-1;;CAR;Bahnhof (Mühlacker);;;;NO;48.9527694;8.8460834;1;;;;;;
NVBW;INFRA-de:08116:7800-PARKPLATZ-1;n531838586;CAR;Bahnhof (Esslingen (Neckar));;;;NO;48.7391077;9.3002857;2;;;;;;
NVBW;INFRA-de:08325:6590-PARKPLATZ-1;;CAR;Bahnhof (Sulz (Neckar));;;;NO;48.3658147;8.6366821;3;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08325:6590/cf040716-8d01-4d94-9fba-f36bf4024fa4.jpg
NVBW;INFRA-de:08325:6596-PARKPLATZ-1;;CAR;Bahnhof (Oberndorf (Neckar));;;;NO;48.2956275;8.5750904;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08325:6596/7271d4d5-d56f-4940-9aaa-93359a2e241f.jpg
NVBW;INFRA-de:08118:7402-PARKPLATZ-3;;CAR;Bahnhof/ZOB (Ludwigsburg);;;;NO;48.8926683;9.1856183;1;;;;;;
NVBW;INFRA-de:08118:7402-PARKPLATZ-5;;CAR;Bahnhof/ZOB (Ludwigsburg);;;;NO;48.8922689;9.1830246;2;;;;;;
NVBW;INFRA-de:08116:1800-PARKPLATZ-4;;CAR;Bahnhof (Altbach);;;;NO;48.7208242;9.3824533;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08116:1800/55c12702-7d7f-420f-8803-48360259b48e.jpg
NVBW;INFRA-de:08237:1002-PARKPLATZ-1;;CAR;Stadtbahnhof (Freudenstadt);;;;NO;48.4677678;8.4098306;3;;;;;;
NVBW;INFRA-de:08237:1002-PARKPLATZ-2;;CAR;Stadtbahnhof (Freudenstadt);;;;NO;48.4671864;8.4103145;1;;;;;;
NVBW;INFRA-de:08315:6542-PARKPLATZ-1;w203659761;CAR;Bahnhof (Hinterzarten);;;;NO;47.906267;8.105964;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08315:6542/2e21720a-0ba3-402a-a79f-8fbe0ed80de6.jpg
NVBW;INFRA-de:08116:1905-PARKPLATZ-1;w962813896;CAR;Filderstadt;;;;NO;48.6769949;9.2181564;1;;;;;;
NVBW;INFRA-de:08315:6522-PARKPLATZ-1;;CAR;Bahnhof (Müllheim (Baden));;;;NO;47.8092847;7.5992342;6;;;;;;
NVBW;INFRA-de:08436:1000-PARKPLATZ-3;;CAR;Bahnhof (Aulendorf (Württ));;;;NO;47.9531549;9.6437966;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08436:1000/773e2556-76ff-4b12-a806-6ef7d83f58ea.jpg
NVBW;INFRA-de:08317:14506-PARKPLATZ-2;;CAR;Bahnhof (Offenburg);;;;NO;48.4763096;7.9455464;1;;;;;;
NVBW;INFRA-de:08317:14506-PARKPLATZ-4;;CAR;Bahnhof (Offenburg);;;;NO;48.4775412;7.9460822;1;;;;;;
NVBW;INFRA-de:08119:7605-PARKPLATZ-1;w1251328933|w1251328934|w1251328935|w1251328936|w1251328937;CAR;Bahnhof/ZOB (Winnenden);;;;NO;48.8789174;9.3921395;3;5400;WAHR;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08119:7605/a29eeccd-ce36-4450-a838-43328592d57b.jpg
NVBW;INFRA-de:08119:7605-PARKPLATZ-3;w1251328931;CAR;Bahnhof/ZOB (Winnenden);;;;NO;48.8795867;9.3925367;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08119:7605/2604fb2a-9e21-4c12-b39b-c4ce7c4ad633.jpg
NVBW;INFRA-de:08127:20015-PARKPLATZ-1;;CAR;SHA Hessental Bahnhof;;;;NO;49.0967748;9.7664027;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08127:20015/08da6b9f-5391-4280-a23d-5402899a4f83.jpg
NVBW;INFRA-de:08118:1503-PARKPLATZ-11;;CAR;Bahnhof (Freiberg (Neckar));;;;NO;48.93029;9.1979367;2;;;;;;
NVBW;INFRA-de:08125:4615-PARKPLATZ-4;;CAR;Bahnhof (Bad Rappenau);;;;NO;49.238064;9.1011953;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:4615/bd0ad13b-4dd2-4188-88e7-d7c6c571e299.jpg
NVBW;INFRA-de:08125:4615-PARKPLATZ-6;;CAR;Bahnhof (Bad Rappenau);;;;NO;49.2374165;9.1018215;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:4615/cb19eed4-25fe-45ed-93cc-22196a62e6b1.jpg
NVBW;INFRA-de:08117:151-PARKPLATZ-2;w1251788197|w1251788196;CAR;Ebersbach (F);;;;NO;48.7157546;9.5257554;1;;;;;;
NVBW;INFRA-de:08126:10220-PARKPLATZ-3;w191000576;CAR;Öhringen, Hauptbahnhof;;;;NO;49.2030373;9.5024441;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08126:10220/3bb53330-6268-4536-ba1c-86123959d820.jpg
NVBW;INFRA-de:08316:6518-PARKPLATZ-3;;CAR;Bahnhof (Kenzingen);;;;NO;48.1942422;7.7645952000000005;1;;;;;;
NVBW;INFRA-de:08118:1910-PARKPLATZ-3;;CAR;Ellental;;;;NO;48.9546187;9.1227387;5;;;;;;
NVBW;INFRA-de:08119:7703-PARKPLATZ-3;;CAR;Bahnhof (Schorndorf (Württ));;;;NO;48.8068087;9.5262355;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08119:7703/8cf869c0-1e47-475c-aacf-d55dbca9b962.jpg
NVBW;INFRA-de:08136:1000-PARKPLATZ-1;;CAR;Hauptbahnhof Aalen;;;;NO;48.8412172;10.0954983;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08136:1000/c63e74b1-cd32-4bc5-a086-14e8713cd47a.jpg
NVBW;INFRA-de:08231:50-PARKPLATZ-2;;CAR;Hauptbahnhof (Pforzheim);;;;NO;48.8934873;8.7027556;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08231:50/c7ca9767-0fb3-42d1-8b95-40926ac0ea53.jpg
NVBW;INFRA-de:08225:9180-PARKPLATZ-4;;CAR;Bahnhof (Neckarelz);;;;NO;49.3489429;9.1122388;4;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08225:9180/a887c72f-851c-46cb-a4c9-79952fbea35c.jpg
NVBW;INFRA-de:08136:5113-PARKPLATZ-2;;CAR;Bahnhof (Oberkochen);;;;NO;48.7827932;10.1070934;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08136:5113/25a9d6a8-001e-48c4-94f3-db9d2eb12c8d.jpg
NVBW;INFRA-de:08121:77-PARKPLATZ-1;;CAR;Sonnenbrunnen;;;;NO;49.1398061;9.1908994;3;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08121:77/cba44114-f4f0-4fef-8b9e-a8bde8f99db4.jpg
NVBW;INFRA-de:08336:6604-PARKPLATZ-1;;CAR;Bahnhof (Grenzach);;;;NO;47.5510218;7.6603185;1;;;;;;
NVBW;INFRA-de:08336:6605-PARKPLATZ-2;;CAR;bahnhof;;;;NO;47.5465656;7.6905996;3;;;;;;
NVBW;INFRA-de:08111:6221-PARKPLATZ-1;;CAR;Feuersee;;;;NO;48.7735731;9.1668417;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08111:6221/00f023cc-d813-40a9-ba75-e9c0c5297dd8.jpg
NVBW;INFRA-de:08111:6221-PARKPLATZ-2;;CAR;Feuersee;;;;NO;48.7735983;9.1667067;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08111:6221/ef2e44de-ce21-4d75-8ae4-011f8df9c156.jpg
NVBW;INFRA-de:08415:22006-PARKPLATZ-4;;CAR;Hauptbahnhof (Reutlingen);;;;NO;48.4956557;9.2099992;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08415:22006/1a1c3d80-50ff-42df-8834-ff5473fc57f2.jpg
NVBW;INFRA-de:08415:22006-PARKPLATZ-6;;CAR;Hauptbahnhof (Reutlingen);;;;NO;48.4969592;9.211923;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08415:22006/0f791951-407a-46f8-8217-b4514d958872.jpg
NVBW;INFRA-de:08136:7101-PARKPLATZ-2;;CAR;Bahnhof (Mögglingen);;;;NO;48.8246925;9.9592166;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08136:7101/bd678154-c88f-45e3-87bb-aee2f3970ff7.jpg
NVBW;INFRA-de:08326:6592-PARKPLATZ-1;;CAR;Bahnhof (Villingen (Schwarzw));;;;NO;48.0575698;8.4651323;3;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08326:6592/ca63f5a2-f9a9-49de-8c9b-3c4fd8df8023.jpg
NVBW;INFRA-de:08215:1863-PARKPLATZ-3;w616173770;CAR;Bad Schönborn-Kronau Bf;;;;NO;49.2194866;8.6473647;3;;;;;;
NVBW;INFRA-de:08111:6115-PARKPLATZ-2;;CAR;Hauptbahnhof (oben);;;;NO;48.7868181;9.1813681;5;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08111:6115/f2636498-c134-48b8-8a45-3dc7d413a891.jpg
NVBW;INFRA-de:08125:693-PARKPLATZ-1;;CAR;Bahnhof;;;;NO;49.1389068;9.0573658;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:693/8f65f24f-a81f-4523-bf08-e7b06062d6f3.jpg
NVBW;INFRA-de:08335:6555-PARKPLATZ-1;;CAR;Petershausen Bahnhof;;;;NO;47.674546;9.1728198;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08335:6555/694767dc-5929-4e8e-a9bc-0c14a6fb5702.jpg
NVBW;INFRA-de:08415:28809-PARKPLATZ-1;;CAR;Bahnhof (Trochtelfingen (Hohenz));;;;NO;48.307214;9.2460233;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08415:28809/a07dbf54-3914-4d2f-b87a-55d387db8901.jpg
NVBW;INFRA-de:08118:1402-PARKPLATZ-2;;CAR;Bahnhof (Kornwestheim);;;;NO;48.8625879;9.1809667;2;;;;;;
NVBW;INFRA-de:08118:1402-PARKPLATZ-4;;CAR;Bahnhof (Kornwestheim);;;;NO;48.8626225;9.179333;2;;;;;;
NVBW;INFRA-de:08315:6501-PARKPLATZ-5;;CAR;Bahnhof (Bad Krozingen);;;;NO;47.9193775;7.6982522;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08315:6501/940718ab-6627-49ed-bbee-ec4840c733cf.jpg
NVBW;INFRA-de:08415:22008-PARKPLATZ-2;;CAR;Bahnhof (Metzingen (Württ));;;;NO;48.5401661;9.2892878;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08415:22008/e4ace293-0f93-4a47-a86c-fcae2c843e92.jpg
NVBW;INFRA-de:08327:1748-PARKPLATZ-1;;CAR;Bahnhof (Tuttlingen);;;;NO;47.980026;8.7997465;1;5400;WAHR;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08327:1748/30f62002-4d53-44b4-b80e-bcd8d949d254.jpg
NVBW;INFRA-de:08416:2102-PARKPLATZ-1;;CAR;Bahnhof (Dußlingen);;;;NO;48.4526167;9.0577922;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08416:2102/5f45df81-7fd4-454a-b09e-024dbc3e4637.jpg
NVBW;INFRA-de:08115:4510-PARKPLATZ-3;;CAR;Bahnhof (Bondorf (Kr Böbl.));;;;NO;48.5238201;8.827952400000001;3;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08115:4510/1c287b14-c41b-4e18-ad04-5a99e2b425c8.jpg
NVBW;INFRA-de:08335:6551-PARKPLATZ-1;;CAR;Engen;;;;NO;47.8559194;8.7726586;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08335:6551/d4f6f741-49c4-4339-ac78-16fea41d92ac.jpg
NVBW;INFRA-de:08416:1006-PARKPLATZ-2;;CAR;Bahnhof (Mössingen);;;;NO;48.4048194;9.0471946;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08416:1006/7ee5f826-2fd1-419b-866d-3074f72f6b19.jpg
NVBW;INFRA-de:08237:5001-PARKPLATZ-5;;CAR;Bahnhof/ZOB (Horb a Neckar);;;;NO;48.4421961;8.6891586;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08237:5001/5b3aa6c3-aa18-448e-a0b4-d0b16fb3541f.jpg
NVBW;INFRA-de:08118:1400-PARKPLATZ-5;;CAR;Bahnhof/ZOB (Bietigheim (Kr. LB));;;;NO;48.9477529;9.1353602;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08118:1400/30f7c15e-9674-45bb-a6f8-4b93fa6a0326.jpg
NVBW;INFRA-de:08118:1400-PARKPLATZ-9;;CAR;Bahnhof/ZOB (Bietigheim (Kr. LB));;;;NO;48.9486254;9.1362669;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08118:1400/7163520d-2407-4ace-8c7d-9d922b8cbeab.jpg
NVBW;INFRA-de:08315:6544-PARKPLATZ-2;;CAR;Bahnhof (Neustadt (Schwarzw));;;;NO;47.9101597;8.2114132;1;;;;;;
NVBW;INFRA-de:08416:11000-PARKPLATZ-1;n9032700153;CAR;Hauptbahnhof (Tübingen);;;;NO;48.5147239;9.0557459;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08416:11000/4caeebd8-8c1b-4157-8b56-712e7145e01f.jpg
NVBW;INFRA-de:08416:11000-PARKPLATZ-3;;CAR;Hauptbahnhof (Tübingen);;;;NO;48.5161685;9.0562107;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08416:11000/f9c0d5b5-59b1-4d86-89bd-41078e3bfe07.jpg
NVBW;INFRA-de:08335:6560-PARKPLATZ-2;;CAR;Bahnhof (Radolfzell);;;;NO;47.7362365;8.9692206;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08335:6560/c4a07dba-a17e-462c-8627-31992c74ee04.jpg
NVBW;INFRA-de:08415:22003-PARKPLATZ-1;;CAR;Bahnhof (Wannweil);;;;NO;48.5124635;9.1511262;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08415:22003/d22d40f9-f56a-4248-aba5-f74abf87aa98.jpg
NVBW;INFRA-de:08116:7003-PARKPLATZ-3;w1252633803|w1252633804|w1252633805;CAR;Bahnhof (Echterdingen);;;;NO;48.6919918;9.168823;3;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08116:7003/00b760ad-4615-4eb7-bab6-c1e76960ea5e.jpg
NVBW;INFRA-de:08436:1145-PARKPLATZ-2;;CAR;Bahnhof (Bad Waldsee);;;;NO;47.9248972;9.7517156;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08436:1145/8c2d819a-e713-443e-8cf3-c14775dd0a38.jpg
NVBW;INFRA-de:08119:6500-PARKPLATZ-2;;CAR;Bahnhof (Fellbach (Württ));;;;NO;48.8198545;9.2702896;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08119:6500/97dd6712-439b-4f29-a3f6-55a349e6bf8e.jpg
NVBW;INFRA-de:08226:4109-PARKPLATZ-1;;CAR;Hauptbahnhof (Weinheim (Bergstr));;;;NO;49.5533097;8.6659333;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08226:4109/58dbbedb-c048-467d-a8de-e21db80390f2.jpg
NVBW;INFRA-de:08337:6574-PARKPLATZ-1;;CAR;Bahnhof (Tiengen (Hochrhein));;;;NO;47.6353014;8.2723934;1;;;;;;
NVBW;INFRA-de:08121:31002-PARKPLATZ-1;;CAR;Heilbronn Theater;;;;NO;49.145839;9.2230778;2;;;;;;
NVBW;INFRA-de:08315:6665-PARKPLATZ-7;;CAR;Bahnhof (Heitersheim);;;;NO;47.8804722;7.6470076;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08315:6665/b424b8e3-71e0-465c-83a3-88c34fd6f400.jpg
NVBW;INFRA-de:08315:6546-PARKPLATZ-1;;CAR;Bahnhof (Schluchsee);;;;NO;47.8169109;8.1774249;1;;;;;;
NVBW;INFRA-de:08436:8000-PARKPLATZ-1;;CAR;Bahnhof (Ravensburg);;;;NO;47.7838183;9.606245;2;;;;;;
NVBW;INFRA-de:08115:6525-PARKPLATZ-1;;CAR;Hülben;;;;NO;48.6445182;9.0093963;1;;;;;;
NVBW;INFRA-de:08416:2052-PARKPLATZ-1;;CAR;Bahnhof (Ergenzingen);;;;NO;48.4899774;8.8100506;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08416:2052/db472932-1fbc-480a-9f41-12be6d13319f.jpg
NVBW;INFRA-de:08435:44002-PARKPLATZ-2;;CAR;Stadtbahnhof (Friedrichshafen);;;;NO;47.6528264;9.4741801;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08435:44002/523e08a7-d695-4e19-8751-43ae43c3eb39.jpg
NVBW;INFRA-de:08436:9002-PARKPLATZ-2;;CAR;Bahnhof Wangen;;;;NO;47.6892437;9.8311703;2;;;;;;
NVBW;INFRA-de:08317:18601-PARKPLATZ-3;;CAR;Orschweier Bahnhof;;;;NO;48.2744576;7.7909245;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08317:18601/0772b270-2b7e-424c-9fe4-e77cb1838a7b.jpg
