source;original_uid;osm_id;purpose;name;operator_name;address;type;park_and_ride_type;lat;lon;capacity;max_stay;has_lighting;opening_hours;description;public_url;photo_url
Stadt Karlsruhe;68;;CAR;;Stadt Karlsruhe;Gärtnerstraße;;;48.9976491550;8.4673737035;1;5400;WAHR;;Parkplatz Festplatz / Schwerbeh.-beauftr. + Beh.-beirat;;
Stadt Karlsruhe;69;;CAR;;Stadt Karlsruhe;Amthausstraße;;;48.9985783891;8.4714984327;1;28800;WAHR;;ggü. Hsnr. 9 / Schwerbeh.-beauftr. + Beh.-beirat;;
Stadt Karlsruhe;243;;CAR;;Stadt Karlsruhe;Neureuter Haupt 128;;;49.0488767435;8.3726923560;1;5400;WAHR;;;;
Stadt Karlsruhe;183;;CAR;;Stadt Karlsruhe;Am Rüppurrer Schloß;;;48.9815182606;8.4101837065;2;;;;ggü. Hsnr. 10 / Oberwaldbad;;
Stadt Karlsruhe;231;;CAR;;Stadt Karlsruhe;Augustenburgstraße 11;;;49.0046610061;8.4984452484;1;;;;;;
Stadt Karlsruhe;180;;CAR;;Stadt Karlsruhe;Unterweingartenfeld 4;;;48.9921938257;8.3729641833;2;;;;Media-Markt;;
Stadt Karlsruhe;158;;CAR;;Stadt Karlsruhe;Peter-und-Paul-Platz 1;;;49.0110662574;8.3652352548;1;;;;;;
Stadt Karlsruhe;161;;CAR;;Stadt Karlsruhe;Zeppelinstraße 52;;;49.0033406149;8.3550560303;1;;;;;;
Stadt Karlsruhe;154;;CAR;;Stadt Karlsruhe;Beiertheimer Allee 2;;;49.0044649251;8.4011649452;2;;;Mo-Fr 7 bis 18 Uhr;Landratsamt Karlsruhe;;
Stadt Karlsruhe;168;;CAR;;Stadt Karlsruhe;Röntgenstraße 6;;;49.0116896490;8.3833180598;1;;;;;;
Stadt Karlsruhe;146;;CAR;;Stadt Karlsruhe;Adenauerring;;;49.0215735835;8.4139625433;30;;;;Wildparkstadion;;
Stadt Karlsruhe;132;;CAR;;Stadt Karlsruhe;Rhode-Island-Allee;;;49.0272610209;8.3871498703;1;7200;WAHR;;ggü. Hsnr. 75 / Kirche;;
Stadt Karlsruhe;209;;CAR;;Stadt Karlsruhe;Werderstraße 33;;;49.0015361480;8.4066112585;1;;;;Bürgergesellschaft Südstadt;;
Stadt Karlsruhe;31;;CAR;;Stadt Karlsruhe;Im Stalbühl;;;49.0293920991;8.5065330495;1;;;;;;
Stadt Karlsruhe;82;;CAR;;Stadt Karlsruhe;Herrenstraße 2;;;49.0108640347;8.4007143648;1;;;;BB-Bank;;
Stadt Karlsruhe;140;;CAR;;Stadt Karlsruhe;Hohlohstraße 100;;;48.9897564148;8.3517889548;2;;;;Gaststätte Siedlerheim;;
Stadt Karlsruhe;45;;CAR;;Stadt Karlsruhe;Kochstraße;;;49.0109308148;8.3819855613;1;;;;Ecke Kaiserallee 8 / VLW, Bürgerbüro K8;;
Stadt Karlsruhe;41;;CAR;;Stadt Karlsruhe;Hebelstraße;;;49.0081604331;8.4041776365;2;;;;gegenüber Polizei;;
Stadt Karlsruhe;187;;CAR;;Stadt Karlsruhe;Alte Weingartener Straße 40;;;49.0045131280;8.4798450188;2;;;;Turmbergbad;;
Stadt Karlsruhe;163;;CAR;;Stadt Karlsruhe;Karlstraße 45;;;49.0065892299;8.3947643030;1;;;werktags 9 bis 18 Uhr;Orthopädie-Schuhtechnik;;
Stadt Karlsruhe;157;;CAR;;Stadt Karlsruhe;Nelkenstraße;;;49.0089601151;8.3761753003;1;;;;ggü. Hsnr. 27 / Gutenbergplatz;;
Stadt Karlsruhe;219;;CAR;;Stadt Karlsruhe;Willmar-Schwabe-Straße;;;49.0014993691;8.4628534619;2;;;;Durlach Bahnhof;;
Stadt Karlsruhe;137;;CAR;;Stadt Karlsruhe;Ettlinger Straße 4b;;;49.0008770801;8.4025683558;4;;;;Tullabad / Gartenhalle;;
Stadt Karlsruhe;131;;CAR;;Stadt Karlsruhe;Bankhof;;;49.0089073947;8.4009659069;3;;;;;;
Stadt Karlsruhe;212;;CAR;;Stadt Karlsruhe;Am Stadtgarten;;;48.9952930545;8.4018380454;1;;;;gegenüber Schlosshotel;;
Stadt Karlsruhe;206;;CAR;;Stadt Karlsruhe;Kriegsstraße 117;;;49.0053969856;8.3823031090;1;;;;Allianz;;
Stadt Karlsruhe;98;;CAR;;Stadt Karlsruhe;Hirtenweg 21;;;49.0170205078;8.4436431463;1;;;;;;
Stadt Karlsruhe;89;;CAR;;Stadt Karlsruhe;Nowackanlage 17;;;49.0030972326;8.4038592172;1;;;;Ärztehaus Nowackanlage 15;;
Stadt Karlsruhe;21;;CAR;;Stadt Karlsruhe;Kaiserallee 8 (Innenhof);;;49.0114443013;8.3828307927;2;;;;Bürgerbüro K8;;
Stadt Karlsruhe;8;;CAR;;Stadt Karlsruhe;Westmarkstraße 1;;;48.9929245047;8.4612784914;1;;;werktags 8 bis 20 Uhr;Volksbank;;
Stadt Karlsruhe;214;;CAR;;Stadt Karlsruhe;Augustenburgstraße;;;49.0041933108;8.4989274318;1;;;Mo-Fr 7-18h;Schulparkplatz Mo-Fr 7-18h;;
Stadt Karlsruhe;103;;CAR;;Stadt Karlsruhe;Hebelstraße;;;49.0081875343;8.4033481064;3;7200;WAHR;;gegenüber Hsnr. 11;;
Stadt Karlsruhe;60;;CAR;;Stadt Karlsruhe;Albtalstraße 2;;;48.9970641996;8.3944552871;1;14400;WAHR;;Kolpinghaus;;
Stadt Karlsruhe;188;;CAR;;Stadt Karlsruhe;Schinnrainstraße;;;48.9987699844;8.4596402259;3;5400;WAHR;Mo-Do 8 bis 9 Uhr und 14 bis 15 Uhr;ggü. Hsnr. 8 / KiGa im Markgrafen-Stift;;
Stadt Karlsruhe;194;;CAR;;Stadt Karlsruhe;Alte Friedrichstraße 162;;;49.0570618154;8.3893128002;2;;;;Hauptfriedhof Neureut;;
Stadt Karlsruhe;197;;CAR;;Stadt Karlsruhe;Max-Habermann-Straße 8;;;48.9861458694;8.3613434198;1;;;werktags 10 bis 17 Uhr;AMSEL-Kontaktgruppe;;
Stadt Karlsruhe;192;;CAR;;Stadt Karlsruhe;An der Tagweide 20;;;49.0270696712;8.4640753341;1;;;;ASV Hagsfeld;;
Stadt Karlsruhe;59;;CAR;;Stadt Karlsruhe;Hans-Thoma-Straße 2;;;49.0121032509;8.3992708710;1;;;;Staatliche Kunsthalle;;
Stadt Karlsruhe;155;;CAR;;Stadt Karlsruhe;Schützenstraße;;;49.0022475366;8.4034843475;1;;;;;;
Stadt Karlsruhe;233;;CAR;;Stadt Karlsruhe;St.-Barbara-Weg;;;49.0237063981;8.3662642302;2;;;Sa 18-20 h, So 9-12 h, Mi 8-11 h;Seelsorgeeinheit Allerheiligen / St.Konrad;;
Stadt Karlsruhe;77;;CAR;;Stadt Karlsruhe;Sophienstraße 22;;;49.0068792996;8.3916205027;1;;;täglich 9 bis 18 Uhr;Orthopädieschuhhandwerksgeschäft;;
Stadt Karlsruhe;129;;CAR;;Stadt Karlsruhe;Südendstraße 43;;;48.9986727685;8.3868126739;5;;;;u. Krankentransport Dialysezentrum;;
Stadt Karlsruhe;181;;CAR;;Stadt Karlsruhe;Mittelschmallen Friedhof;;;48.9897934785;8.3695422822;1;;;;"Friedhof Oberreut;";;
Stadt Karlsruhe;92;;CAR;;Stadt Karlsruhe;Unterfeldstraße 12-21;;;49.0472589027;8.3792219111;1;;;;;;
Stadt Karlsruhe;159;;CAR;;Stadt Karlsruhe;Kaiserstraße 182;;;49.0102182674;8.3909907588;1;;;;;;
Stadt Karlsruhe;5;;CAR;;Stadt Karlsruhe;Am Zwinger 5;;;48.9986505101;8.4707839398;1;;;;Grundbuchamt KA-Durlach;;
Stadt Karlsruhe;76;;CAR;;Stadt Karlsruhe;Steinhäuserstraße 18;;;48.9993111044;8.3808249842;2;;;;Vincentius-Krankenhaus;;
Stadt Karlsruhe;37;;CAR;;Stadt Karlsruhe;Wiesenstraße;;;48.9555937327;8.4700353692;1;;;;ggü. Hsnr. 2;;
Stadt Karlsruhe;186;;CAR;;Stadt Karlsruhe;Weiherhof 13;;;48.9974123410;8.4719904410;2;;;;Weiherhofbad;;
Stadt Karlsruhe;125;;CAR;;Stadt Karlsruhe;Finterstraße 2;;;49.0046230367;8.4045904391;5;;;;Badisches Staatstheater;;
Stadt Karlsruhe;138;;CAR;;Stadt Karlsruhe;Gritznerstraße;;;48.9989793432;8.4650158512;1;;;Mo-Fr 7 bis 19 Uhr;ggü. Hsnr. 11 / AOK + versch. Fachärzte;;
Stadt Karlsruhe;110;;CAR;;Stadt Karlsruhe;Karlstraße 29;;;49.0075425031;8.3948702428;1;;;;versch. Ärzte + Apotheke;;
Stadt Karlsruhe;62;;CAR;;Stadt Karlsruhe;Bismarckstraße 53;;;49.0128550512;8.3918720069;1;;;;Praxis für Krankengymnastik;;
Stadt Karlsruhe;170;;CAR;;Stadt Karlsruhe;Sternstraße 3;;;49.0118523120;8.3550806384;3;;;Mo u. Mi 19.30 bis 22 Uhr;;;
Stadt Karlsruhe;166;;CAR;;Stadt Karlsruhe;Moltkestraße 60;;;49.0152297458;8.3792651721;2;;;werktags 8 bis 17 Uhr;Eingang Freydorfstraße;;
Stadt Karlsruhe;42;;CAR;;Stadt Karlsruhe;Wiesenstraße;;;48.9501936539;8.4730883937;1;;;;Parkplatz Skulpturenpark;;
Stadt Karlsruhe;184;;CAR;;Stadt Karlsruhe;Mühlwiesenweg;;;48.9797057636;8.4023349604;2;;;;Freibad Rüppurr;;
Stadt Karlsruhe;85;;CAR;;Stadt Karlsruhe;Ettlinger Allee 9;;;48.9843906008;8.4042548243;3;;;;Postsportverein;;
Stadt Karlsruhe;9;;CAR;;Stadt Karlsruhe;Raiherwiesenstraße 19;;;48.9974753513;8.4588218172;1;;;;Apotheke + Volksbank;;
Stadt Karlsruhe;43;;CAR;;Stadt Karlsruhe;Lerchenstraße;;;49.0138541471;8.3566250899;1;;;;ggü. Hsnr. 14 / Friedhof Mühlburg;;
Stadt Karlsruhe;171;;CAR;;Stadt Karlsruhe;Rheinstraße;;;49.0113139444;8.3646624280;1;;;;Peter-und-Paul-Platz 1;;
Stadt Karlsruhe;148;;CAR;;Stadt Karlsruhe;Franz-Lust-Straße 30;;;49.0182452119;8.3754335697;1;;;;Klinik für Herzchirurgie;;
Stadt Karlsruhe;14;;CAR;;Stadt Karlsruhe;Hörgelstraße 13;;;48.9779045396;8.4543553924;1;;;;PrivatP St.-Margaretha-Kirche;;
Stadt Karlsruhe;72;;CAR;;Stadt Karlsruhe;Pfinztalstraße 6;;;48.9993847242;8.4752367827;1;;;;;;
Stadt Karlsruhe;127;;CAR;;Stadt Karlsruhe;Herrenalber Straße 45;;;48.9715523057;8.4047611283;1;;;;Postamt;;
Stadt Karlsruhe;143;;CAR;;Stadt Karlsruhe;Rheinstraße 34;;;49.0113147721;8.3608390719;1;;;;;;
Stadt Karlsruhe;242;;CAR;;Stadt Karlsruhe;Bahnhofstraße 6;;;49.0003247578;8.3951539536;1;;;Mo-Do 8 bis 19 Uhr, Fr 8-15 Uhr;Arztpraxen, Physiotherapiepraxis;;
Stadt Karlsruhe;22;;CAR;;Stadt Karlsruhe;Friedhofweg;;;48.9475408446;8.4807730703;1;;;;Parkplatz Friedhof;;
Stadt Karlsruhe;164;;CAR;;Stadt Karlsruhe;Edgar-von-Gierke-Straße 2;;;49.0014302620;8.3791723132;1;;;;Eingang Marienkrankenhaus;;
Stadt Karlsruhe;80;;CAR;;Stadt Karlsruhe;Marstallstraße 18/18A;;;48.9977517499;8.4731663730;1;;;;OR Durlach;;
Stadt Karlsruhe;195;;CAR;;Stadt Karlsruhe;Neureuter Hauptstraße 254;;;49.0525808076;8.3789574756;1;;;Mo-Fr 8 bis 18 Uhr;;;
Stadt Karlsruhe;193;;CAR;;Stadt Karlsruhe;Kanalweg;;;49.0305186906;8.3921186930;1;;;;ggü. Hsnr. 90 / Regulierungsbehörde für Telekomunikation und Post;;
Stadt Karlsruhe;95;;CAR;;Stadt Karlsruhe;Lorenzstraße 10 ggü;;;49.0034834258;8.3833240119;1;;;;;;
Stadt Karlsruhe;222;;CAR;;Stadt Karlsruhe;Kronenstraße;;;49.0107306071;8.4072172403;1;;;Mo-Do 6 bis 12 Uhr;Regierungspräsidium Karlsruhe;;
Stadt Karlsruhe;237;;CAR;;Stadt Karlsruhe;Karlstraße 10;;;49.0109169808;8.3950693502;2;;;;;;
Stadt Karlsruhe;47;;CAR;;Stadt Karlsruhe;Frauenalber Straße 2;;;48.9659723621;8.4041392409;1;;;;;;
Stadt Karlsruhe;73;;CAR;;Stadt Karlsruhe;Ochsentor Straße 12;;;49.0000131746;8.4729225468;1;;;;;;
Stadt Karlsruhe;34;;CAR;;Stadt Karlsruhe;Feldstraße 12;;;49.0155127723;8.3600660571;0;;;;Behindertenheim;;
Stadt Karlsruhe;172;;CAR;;Stadt Karlsruhe;Rheinstraße 45;;;49.0111714014;8.3609349480;1;;;;;;
Stadt Karlsruhe;141;;CAR;;Stadt Karlsruhe;Kriegsstraße 140;;;49.0055813304;8.3941380174;1;;;werktags 7 bis 19 Uhr;;;
Stadt Karlsruhe;106;;CAR;;Stadt Karlsruhe;Herrenstraße 25;;;49.0085937566;8.3980268764;3;;;;;;
Stadt Karlsruhe;238;;CAR;;Stadt Karlsruhe;Weinbrennerstraße 79a;;;49.0102507722;8.3602704651;1;;;;;;
Stadt Karlsruhe;169;;CAR;;Stadt Karlsruhe;Kriegsstraße 160;;;49.0055742117;8.3918956172;1;;;werktags 8 bis 20 Uhr;;;
Stadt Karlsruhe;151;;CAR;;Stadt Karlsruhe;Lötzener Straße 18;;;49.0356508190;8.4452558604;2;;;;Waldstadt-Zentrum;;
Stadt Karlsruhe;111;;CAR;;Stadt Karlsruhe;Herrenstraße 2;;;49.0105131682;8.4003131943;2;;;;BBBank;;
Stadt Karlsruhe;201;;CAR;;Stadt Karlsruhe;Eggensteiner Straße;;;49.0344407162;8.3397915312;1;;;;Friedhof Knielingen;;
Stadt Karlsruhe;24;;CAR;;Stadt Karlsruhe;Douglasstraße;;;49.0097831268;8.3934288581;2;;;;Ecke Kaiserstr. 223;;
Stadt Karlsruhe;13;;CAR;;Stadt Karlsruhe;Karl-Jäck-Weg 1;;;49.0041343962;8.5108669913;1;;;;Friedhof Grötzingen, rechts vom Eingang;;
Stadt Karlsruhe;128;;CAR;;Stadt Karlsruhe;Südendstraße 32;;;48.9986360600;8.3886060574;1;;;;St.-Vincentius-Krankenhaus;;
Stadt Karlsruhe;144;;CAR;;Stadt Karlsruhe;Nuitsstraße 4a;;;49.0111542682;8.3626003431;1;;;werktags 8 bis 20 Uhr;Sanitätshaus Langmann;;
Stadt Karlsruhe;70;;CAR;;Stadt Karlsruhe;Amalienbadstraße 15;;;48.9985581728;8.4663633853;1;;;;;;
Stadt Karlsruhe;189;;CAR;;Stadt Karlsruhe;Zum Bergle 3;;;48.9483429548;8.5091488046;2;;;;Bergleshalle;;
Stadt Karlsruhe;83;;CAR;;Stadt Karlsruhe;Benzstraße 9;;;49.0010378506;8.3655599563;1;;;Mo-Fr 7.30 bis 18 Uhr;SRH Fachschule für Physiotherapie;;
Stadt Karlsruhe;221;;CAR;;Stadt Karlsruhe;Luisenstraße 7;;;49.0007034262;8.4038531502;1;;;täglich 7 bis 22 Uhr;;;
Stadt Karlsruhe;114;;CAR;;Stadt Karlsruhe;Waldhornstraße;;;49.0080296446;8.4122228459;2;;;;Ecke Markgrafenstraße;;
Stadt Karlsruhe;44;;CAR;;Stadt Karlsruhe;Kochstraße 7;;;49.0113124925;8.3820146465;1;;;;VLW, Bürgerbüro K8;;
Stadt Karlsruhe;51;;CAR;;Stadt Karlsruhe;Karl-Weysser-Straße 14;;;48.9988495760;8.4766333353;1;;;werktags 8 bis 19 Uhr;Sanitätshaus;;
Stadt Karlsruhe;120;;CAR;;Stadt Karlsruhe;Hermann-Veit-Straße 7;;;48.9972178855;8.3778465515;2;;;;Europahalle;;
Stadt Karlsruhe;236;;CAR;;Stadt Karlsruhe;Edgar-von-Gierke-Straße;;;49.0006755573;8.3793870733;2;;;;Haupteingang Vidia Klinik;;
Stadt Karlsruhe;135;;CAR;;Stadt Karlsruhe;Kronenstraße 13;;;49.0097389797;8.4081519519;2;;;;AWO Seniorenzentrum;;
Stadt Karlsruhe;134;;CAR;;Stadt Karlsruhe;Hermann-Schneider-Allee 52;;;48.9992144059;8.2950121683;11;;;;Rheinstrandbad Rappenwörth;;
Stadt Karlsruhe;210;;CAR;;Stadt Karlsruhe;Luisenstraße 38;;;49.0008193115;8.4080074821;1;;;;Hotel;;
Stadt Karlsruhe;58;;CAR;;Stadt Karlsruhe;Neisser Straße 12;;;49.0348306042;8.4443021770;3;;;;Waldstadt-Zentrum;;
Stadt Karlsruhe;208;;CAR;;Stadt Karlsruhe;Karlstraße 51-59;;;49.0041114274;8.3945758316;2;;;;VdK + Fa. Handicap;;
Stadt Karlsruhe;81;;CAR;;Stadt Karlsruhe;Steinhäuserstraße 18 c;;;48.9983905034;8.3807597366;2;;;;Lebenshilfe KA;;
Stadt Karlsruhe;227;;CAR;;Stadt Karlsruhe;Durmersheimer Straße 60;;;49.0039316424;8.3555704181;2;;;Mo-Fr 7.30 bis 19.30 Uhr;Arztpraxis;;
Stadt Karlsruhe;226;;CAR;;Stadt Karlsruhe;Nördliche Hildapromenade 3;;;49.0130101254;8.3826645311;1;;;werktags 8 bis 19 Uhr;;;
Stadt Karlsruhe;33;;CAR;;Stadt Karlsruhe;Ettlinger Straße 3b;;;49.0027683614;8.4032742847;1;;;;;;
Stadt Karlsruhe;202;;CAR;;Stadt Karlsruhe;Erlenweg 2;;;48.9822940823;8.4084933496;2;;;;Wohnstift Rüppurr;;
Stadt Karlsruhe;177;;CAR;;Stadt Karlsruhe;Adlerstraße 14;;;49.0091346494;8.4069015242;1;;;;;;
Stadt Karlsruhe;176;;CAR;;Stadt Karlsruhe;Kaiserallee 47;;;49.0106492179;8.3784358113;1;;;;;;
Stadt Karlsruhe;61;;CAR;;Stadt Karlsruhe;Kirchfeldstraße 5a;;;49.0468162024;8.3717712942;1;;;;Gemeindehaus Waldenserpfarrei;;
Stadt Karlsruhe;239;;CAR;;Stadt Karlsruhe;Beiertheimer Allee;;;49.0025745225;8.3987972601;1;;;;;;
Stadt Karlsruhe;87;;CAR;;Stadt Karlsruhe;Diakonissenstraße 28;;;48.9724022222;8.4088743829;1;;;;Krankenhaus;;
Stadt Karlsruhe;52;;CAR;;Stadt Karlsruhe;Lachenweg;;;49.0425451534;8.4554421467;1;;;;ggü. Hsnr. 24 / Kleingartenanlage Reitschulschlag;;
Stadt Karlsruhe;11;;CAR;;Stadt Karlsruhe;Eisenbahnstraße;;;49.0060643347;8.4935409610;2;;;;ggü. Hsnr. 38 / Bahnhof Grötzingen;;
Stadt Karlsruhe;71;;CAR;;Stadt Karlsruhe;Pfinztalstraße 71;;;48.9994606203;8.4674937309;1;;;;;;
Stadt Karlsruhe;91;;CAR;;Stadt Karlsruhe;Mannheimer Straße 2;;;49.0115471536;8.4403386745;2;;;;Sporthalle Rintheim;;
Stadt Karlsruhe;32;;CAR;;Stadt Karlsruhe;Ettlinger Straße 4;;;49.0019474707;8.4030443999;1;;;;;;
Stadt Karlsruhe;205;;CAR;;Stadt Karlsruhe;Karlstraße 61;;;49.0031261230;8.3944802443;1;;;;;;
Stadt Karlsruhe;152;;CAR;;Stadt Karlsruhe;Schückstraße 8;;;49.0090090568;8.4330546454;1;;;;;;
Stadt Karlsruhe;3;;CAR;;Stadt Karlsruhe;Daxlander Straße 72;;;49.0073450181;8.3429135842;1;;;;Stadtwerke Karlsruhe;;
Stadt Karlsruhe;94;;CAR;;Stadt Karlsruhe;Waldstraße;;;49.0115240138;8.4003192096;2;;;täglich 8 bis 20 Uhr;vor Amtsgericht KA, Schloßplatz 23;;
Stadt Karlsruhe;63;;CAR;;Stadt Karlsruhe;Karlstraße 23;;;49.0084345730;8.3950012769;1;;;;;;
Stadt Karlsruhe;48;;CAR;;Stadt Karlsruhe;Fritz-Erler-Straße 14;;;49.0073698705;8.4098820562;1;;;;;;
Stadt Karlsruhe;7;;CAR;;Stadt Karlsruhe;Badener Straße 2;;;48.9991626709;8.4759437215;1;;;täglich 8 bis 20 Uhr;Orthopädie- + Rehatechnik Behm;;
Stadt Karlsruhe;88;;CAR;;Stadt Karlsruhe;Kußmaulstraße 8;;;49.0190125558;8.3710770676;2;;;;Kinderklinik;;
Stadt Karlsruhe;122;;CAR;;Stadt Karlsruhe;Adlerstraße 45;;;49.0060229603;8.4084854524;1;;;werktags 8 bis 18 Uhr;Orthopädie-Schuhtechnik;;
Stadt Karlsruhe;119;;CAR;;Stadt Karlsruhe;Rubensstraße 17;;;49.0438876684;8.3824398966;3;;;;Neuapostolische Kirche;;
Stadt Karlsruhe;109;;CAR;;Stadt Karlsruhe;Stephanienstraße 7;;;49.0124559223;8.3973462080;1;;;;;;
Stadt Karlsruhe;215;;CAR;;Stadt Karlsruhe;Killisfeldstraße vor Gebäude Raiherwiesenstraße 21;;;48.9973299066;8.4597971696;1;;;;;;
Stadt Karlsruhe;49;;CAR;;Stadt Karlsruhe;Karlstraße 20;;;49.0075240771;8.3947176828;1;;;;Kunstgliederbau GmbH;;
Stadt Karlsruhe;229;;CAR;;Stadt Karlsruhe;Im Stalbühl;;;49.0305020141;8.5053278511;1;;;;;;
Stadt Karlsruhe;90;;CAR;;Stadt Karlsruhe;Lammstraße;;;49.0079570099;8.4017995708;3;;;;Friedrichsplatz;;
Stadt Karlsruhe;54;;CAR;;Stadt Karlsruhe;Baumeisterstraße 11;;;49.0042306774;8.4055577523;5;;;täglich 18 bis 9 Uhr;Badisches Staatstheater;;
Stadt Karlsruhe;26;;CAR;;Stadt Karlsruhe;Sophienstraße 18;;;49.0066135768;8.3923975636;1;;;;Orthopädietechnik Weckenmann;;
Stadt Karlsruhe;240;;CAR;;Stadt Karlsruhe;Schlossbergstraße;;;48.9728095460;8.4542783709;1;;;;Freibad;;
Stadt Karlsruhe;156;;CAR;;Stadt Karlsruhe;Winkler-Dentz-Straße 7 ggü;;;49.0040213753;8.5042650273;1;;;Sa 18 bis 20 Uhr, So 9 bis 11 Uhr;;;
Stadt Karlsruhe;40;;CAR;;Stadt Karlsruhe;Bergacker;;;48.9573359722;8.4711788021;1;;;;Parkplatz Friedhof;;
Stadt Karlsruhe;118;;CAR;;Stadt Karlsruhe;Rubensstraße;;;49.0443229337;8.3828033692;2;;;;Neureuter Platz / Badnerlandhalle;;
Stadt Karlsruhe;74;;CAR;;Stadt Karlsruhe;Zunftstraße 5;;;48.9999224067;8.4716020663;1;;;;nördl. Altstadtring;;
Stadt Karlsruhe;112;;CAR;;Stadt Karlsruhe;Waldstraße 25;;;49.0106316392;8.3986239578;1;;;;;;
Stadt Karlsruhe;211;;CAR;;Stadt Karlsruhe;Bahnhofstraße;;;48.9993804406;8.3981955226;1;;;;ggü. Friedrich-Scholl-Platz;;
Stadt Karlsruhe;149;;CAR;;Stadt Karlsruhe;Franz-Lust-Straße 30;;;49.0180150251;8.3755105463;1;;;;Klinik für Herzchirurgie;;
Stadt Karlsruhe;133;;CAR;;Stadt Karlsruhe;Alte Kreisstraße 42;;;49.0440700344;8.3897436996;1;;;;;;
Stadt Karlsruhe;115;;CAR;;Stadt Karlsruhe;Zähringerstraße 10;;;49.0084920947;8.4139358118;1;;;;Studentenzentrum;;
Stadt Karlsruhe;66;;CAR;;Stadt Karlsruhe;Salbeiweg 16;;;49.0360755630;8.3876886084;1;;;;P an Straba-Haltestelle;;
Stadt Karlsruhe;113;;CAR;;Stadt Karlsruhe;Waldhornstraße 25;;;49.0090285817;8.4109339873;1;;;;BUND;;
Stadt Karlsruhe;99;;CAR;;Stadt Karlsruhe;Siegfried-Kühn-Straße 2;;;49.0019859813;8.3807603658;1;;;Mo-Fr 8 bis 16 Uhr;;;
Stadt Karlsruhe;241;;CAR;;Stadt Karlsruhe;Schlossbergstraße;;;48.9722226569;8.4547459177;1;;;;Freibad;;
Stadt Karlsruhe;20;;CAR;;Stadt Karlsruhe;Steinhäuserstraße 22;;;48.9967944115;8.3805849503;2;;;;ADAC, Bürgerbüro Süd;;
Stadt Karlsruhe;19;;CAR;;Stadt Karlsruhe;Ehrmannstraße;;;49.0013023398;8.3817449109;1;;;;ggü. Hsnr. 8 / Institut für Arbeits- und Sozialhygiene;;
Stadt Karlsruhe;203;;CAR;;Stadt Karlsruhe;Diakonissenstraße 28;;;48.9724591687;8.4125748701;1;;;;Ev. Diakonissenanstalt, Reha - Geriatrie;;
Stadt Karlsruhe;228;;CAR;;Stadt Karlsruhe;Kleinsteinbacher Straße 14;;;48.9546282852;8.5116447437;1;;;;;;
Stadt Karlsruhe;207;;CAR;;Stadt Karlsruhe;Kriegsstraße 47;;;49.0053224209;8.3953765565;1;;;;;;
Stadt Karlsruhe;200;;CAR;;Stadt Karlsruhe;Saarlandstraße 85;;;49.0300319931;8.3406935681;1;;;;;;
Stadt Karlsruhe;65;;CAR;;Stadt Karlsruhe;Erbprinzenhof;;;49.0092723701;8.3971189938;2;;;;;;
Stadt Karlsruhe;46;;CAR;;Stadt Karlsruhe;Georg-Friedrich-Straße 5;;;49.0104106880;8.4233661548;1;;;;;;
Stadt Karlsruhe;79;;CAR;;Stadt Karlsruhe;Leopoldstraße;;;49.0104561067;8.3898236364;1;;;werktags 8 bis 18 Uhr;Ecke Kaiserstraße 190 / Arztpraxen;;
Stadt Karlsruhe;2;;CAR;;Stadt Karlsruhe;Beiertheimer Allee;;;49.0024643115;8.3989313353;4;;;;gegenüber Hsnr. 11-13;;
Stadt Karlsruhe;105;;CAR;;Stadt Karlsruhe;Mauerweg 4;;;49.0067745734;8.3393286684;1;;;;Friedhof;;
Stadt Karlsruhe;12;;CAR;;Stadt Karlsruhe;Karl-Jäck-Weg 1;;;49.0041366763;8.5112593334;1;;;;Friedhof Grötzingen, links vom Eingang;;
Stadt Karlsruhe;162;;CAR;;Stadt Karlsruhe;Memeler Straße 21;;;48.9881430290;8.4563662796;1;;;;;;
Stadt Karlsruhe;27;;CAR;;Stadt Karlsruhe;Saint Riquier Platz;;;49.1004138748;8.4747336495;1;;;;Berliner Allee;;
Stadt Karlsruhe;17;;CAR;;Stadt Karlsruhe;Auweg;;;49.1138692937;8.5157901766;1;;;;Kleintierzuchtverein;;
Stadt Karlsruhe;3;;CAR;;Stadt Karlsruhe;Badstraße 7;;;49.0651321970;8.4738681847;1;;;;vor Festhalle;;
Stadt Karlsruhe;2;;CAR;;Stadt Karlsruhe;Hauptsraße 100;;;49.0654269158;8.4713867917;1;;;;Pestalozzi Schule / Kern Max Parkplatz;;
Stadt Karlsruhe;23;;CAR;;Stadt Karlsruhe;Am Waldfriedhof;;;49.1072331343;8.4698713124;1;;;;Friedhof;;
Stadt Karlsruhe;24;;CAR;;Stadt Karlsruhe;Hindenburgsraße 64;;;49.1042869939;8.4832612380;1;;;;;;
Stadt Karlsruhe;29;;CAR;;Stadt Karlsruhe;Schwarzwaldstraße;;;49.0474344407;8.4677805557;2;;;;Sporthalle / Schule;;
Stadt Karlsruhe;4;;CAR;;Stadt Karlsruhe;Badstraße 7;;;49.0657452191;8.4744628305;5;;;;Parkplatz Festhalle;;
Stadt Karlsruhe;9;;CAR;;Stadt Karlsruhe;Wiesenstraße;;;49.0626206657;8.4712842640;1;120 min;;;;;
Stadt Karlsruhe;16;;CAR;;Stadt Karlsruhe;Kirchstraße 21;;;49.1105921908;8.5149778252;2;;;;Spechaahalle;;
Stadt Karlsruhe;6;;CAR;;Stadt Karlsruhe;Rathausstraße 1-3;;;49.0667873098;8.4697009357;1;;;;am Rathaus;;
